,DATE_CODE,NAME,REGION,INFLUENZA_POSTIVE_CASES,WEEKLY_MAX_AQI,CATEGORY,DEFINING_PARAMETER,STATE_NAME
902,201714,San Mateo,Bay Area,3.0,49.0,Good,Ozone,California
903,201714,Santa Clara,Bay Area,3.0,56.0,Moderate,PM2.5,California
897,201714,Alameda,Bay Area,3.0,58.0,Moderate,PM2.5,California
918,201714,Stanislaus,Central,1.0,67.0,Moderate,Ozone,California
913,201714,Merced,Central,1.0,51.0,Moderate,Ozone,California
4017,201714,Mineral,Northern,,,,,
951,201714,Plumas,Northern,1.0,56.0,Moderate,PM2.5,California
952,201714,Sacramento,Northern,1.0,50.0,Good,Ozone,California
939,201714,Humboldt,Northern,1.0,77.0,Moderate,Ozone,California
940,201714,Humboldt,Northern,1.0,77.0,Moderate,Ozone,California
941,201714,Lake,Northern,1.0,84.0,Moderate,Ozone,Florida
942,201714,Lake,Northern,1.0,84.0,Moderate,Ozone,Florida
4121,201714,Storey,Northern,,,,,
953,201714,Shasta,Northern,1.0,54.0,Moderate,Ozone,California
954,201714,Siskiyou,Northern,1.0,9.0,Good,PM2.5,California
955,201714,Sutter,Northern,1.0,71.0,Moderate,Ozone,California
956,201714,Tehama,Northern,1.0,45.0,Good,Ozone,California
957,201714,Trinity,Northern,1.0,48.0,,,
958,201714,Washoe,Northern,1.0,68.0,Moderate,PM10,Nevada
960,201714,Yolo,Northern,1.0,49.0,Good,Ozone,California
961,201714,Kern,Upper Southern,0.0,119.0,Unhealthy for Sensitive Groups,Ozone,California
962,201714,Los Angeles,Upper Southern,0.0,100.0,Moderate,Ozone,California
963,201714,San Luis Obispo,Upper Southern,0.0,77.0,Moderate,Ozone,California
964,201714,Santa Barbara,Upper Southern,0.0,97.0,Moderate,Ozone,California
965,201714,Ventura,Upper Southern,0.0,108.0,Unhealthy for Sensitive Groups,Ozone,California
943,201714,Lake,Northern,1.0,84.0,Moderate,Ozone,Florida
919,201714,Tulare,Central,1.0,108.0,Unhealthy for Sensitive Groups,Ozone,California
938,201714,Humboldt,Northern,1.0,77.0,Moderate,Ozone,California
937,201714,Humboldt,Northern,1.0,77.0,Moderate,Ozone,California
959,201714,White Pine,Northern,1.0,61.0,Moderate,Ozone,Nevada
935,201714,Elko,Northern,1.0,74.0,Moderate,PM2.5,Nevada
946,201714,Lyon,Northern,1.0,67.0,Moderate,PM2.5,Minnesota
936,201714,Glenn,Northern,1.0,62.0,Moderate,PM2.5,California
920,201714,Tuolumne,Central,1.0,61.0,Moderate,Ozone,California
921,201714,Imperial,Lower Southern,6.0,100.0,Moderate,Ozone,California
922,201714,Orange,Lower Southern,6.0,87.0,Moderate,Ozone,California
947,201714,Mendocino,Northern,1.0,50.0,Good,Ozone,California
924,201714,San Bernardino,Lower Southern,6.0,115.0,Unhealthy for Sensitive Groups,Ozone,California
925,201714,San Diego,Lower Southern,6.0,101.0,Unhealthy for Sensitive Groups,Ozone,California
926,201714,Amador,Northern,1.0,45.0,Good,Ozone,California
948,201714,Nevada,Northern,1.0,80.0,Moderate,Ozone,California
923,201714,Riverside,Lower Southern,6.0,112.0,Unhealthy for Sensitive Groups,Ozone,California
931,201714,Colusa,Northern,1.0,45.0,Good,Ozone,California
928,201714,Carson City,Northern,1.0,71.0,Moderate,Ozone,Nevada
929,201714,Churchill,Northern,1.0,54.0,Moderate,Ozone,Nevada
930,201714,Clark,Northern,1.0,74.0,Moderate,Ozone,Arkansas
4069,201714,Pershing,Northern,,,,,
949,201714,Nye,Northern,1.0,25.0,Good,PM10,Nevada
950,201714,Placer,Northern,1.0,48.0,Good,Ozone,California
933,201714,Douglas,Northern,1.0,100.0,Moderate,Ozone,Colorado
932,201714,Del Norte,Northern,1.0,35.0,Good,PM2.5,California
934,201714,El Dorado,Northern,1.0,50.0,Good,Ozone,California
927,201714,Butte,Northern,1.0,64.0,Moderate,Ozone,California
3706,201715,Sierra,Northern,,,,,
993,201715,San Bernardino,Lower Southern,8.0,147.0,Unhealthy for Sensitive Groups,Ozone,California
983,201715,Mono,Central,0.0,459.0,Hazardous,PM10,California
982,201715,Merced,Central,0.0,47.0,Good,Ozone,California
984,201715,Monterey,Central,0.0,48.0,Good,Ozone,California
985,201715,San Benito,Central,0.0,45.0,Good,Ozone,California
989,201715,Tuolumne,Central,0.0,51.0,Moderate,Ozone,California
987,201715,Stanislaus,Central,0.0,47.0,Good,PM2.5,California
988,201715,Tulare,Central,0.0,67.0,Moderate,Ozone,California
990,201715,Imperial,Lower Southern,8.0,122.0,Unhealthy for Sensitive Groups,Ozone,California
991,201715,Orange,Lower Southern,8.0,87.0,Moderate,Ozone,California
992,201715,Riverside,Lower Southern,8.0,150.0,Unhealthy for Sensitive Groups,Ozone,California
986,201715,San Joaquin,Central,0.0,47.0,Good,Ozone,California
981,201715,Mariposa,Central,0.0,84.0,Moderate,Ozone,California
970,201715,San Francisco,Bay Area,4.0,43.0,Good,Ozone,California
979,201715,Kings,Central,0.0,61.0,Moderate,PM2.5,California
3654,201715,Modoc,Northern,,,,,
994,201715,San Diego,Lower Southern,8.0,112.0,Unhealthy for Sensitive Groups,Ozone,California
3602,201715,Lassen,Northern,,,,,
966,201715,Alameda,Bay Area,4.0,47.0,Good,PM2.5,California
967,201715,Contra Costa,Bay Area,4.0,46.0,Good,Ozone,California
968,201715,Marin,Bay Area,4.0,44.0,Good,Ozone,California
969,201715,Napa,Bay Area,4.0,45.0,Good,PM2.5,California
971,201715,San Mateo,Bay Area,4.0,45.0,Good,Ozone,California
972,201715,Santa Clara,Bay Area,4.0,44.0,Good,Ozone,California
973,201715,Santa Cruz,Bay Area,4.0,63.0,Moderate,PM2.5,Arizona
974,201715,Solano,Bay Area,4.0,43.0,Good,PM2.5,California
975,201715,Sonoma,Bay Area,4.0,44.0,Good,Ozone,California
976,201715,Calaveras,Central,0.0,46.0,Good,Ozone,California
977,201715,Fresno,Central,0.0,71.0,Moderate,Ozone,California
978,201715,Inyo,Central,0.0,374.0,Hazardous,PM10,California
980,201715,Madera,Central,0.0,50.0,Good,Ozone,California
995,201715,Amador,Northern,1.0,43.0,Good,Ozone,California
1006,201715,Humboldt,Northern,1.0,49.0,Good,Ozone,California
997,201715,Carson City,Northern,1.0,58.0,Moderate,Ozone,Nevada
1020,201715,Plumas,Northern,1.0,64.0,Moderate,PM2.5,California
996,201715,Butte,Northern,1.0,48.0,Good,PM2.5,California
1022,201715,Shasta,Northern,1.0,61.0,Moderate,Ozone,California
1023,201715,Siskiyou,Northern,1.0,8.0,Good,PM2.5,California
1024,201715,Sutter,Northern,1.0,67.0,Moderate,Ozone,California
1025,201715,Tehama,Northern,1.0,43.0,Good,Ozone,California
1026,201715,Trinity,Northern,1.0,48.0,,,
1027,201715,Washoe,Northern,1.0,54.0,Moderate,Ozone,Nevada
3862,201715,Esmeralda,Northern,,,,,
1028,201715,White Pine,Northern,1.0,77.0,Moderate,Ozone,Nevada
1029,201715,Yolo,Northern,1.0,49.0,Good,Ozone,California
1030,201715,Kern,Upper Southern,6.0,100.0,Moderate,Ozone,California
1031,201715,Los Angeles,Upper Southern,6.0,112.0,Unhealthy for Sensitive Groups,Ozone,California
1032,201715,San Luis Obispo,Upper Southern,6.0,61.0,Moderate,Ozone,California
1033,201715,Santa Barbara,Upper Southern,6.0,54.0,Moderate,Ozone,California
1034,201715,Ventura,Upper Southern,6.0,80.0,Moderate,Ozone,California
4122,201715,Storey,Northern,,,,,
3914,201715,Eureka,Northern,,,,,
4070,201715,Pershing,Northern,,,,,
3966,201715,Lander,Northern,,,,,
4018,201715,Mineral,Northern,,,,,
1019,201715,Placer,Northern,1.0,43.0,Good,Ozone,California
1018,201715,Nye,Northern,1.0,38.0,Good,PM10,Nevada
1021,201715,Sacramento,Northern,1.0,59.0,Moderate,PM2.5,California
1016,201715,Mendocino,Northern,1.0,44.0,Good,Ozone,California
998,201715,Churchill,Northern,1.0,64.0,Moderate,Ozone,Nevada
999,201715,Clark,Northern,1.0,97.0,Moderate,Ozone,Nevada
3758,201715,Alpine,Northern,,,,,
1000,201715,Colusa,Northern,1.0,44.0,Good,Ozone,California
1001,201715,Del Norte,Northern,1.0,23.0,Good,PM2.5,California
1002,201715,Douglas,Northern,1.0,87.0,Moderate,Ozone,Georgia
1003,201715,El Dorado,Northern,1.0,48.0,Good,Ozone,California
1017,201715,Nevada,Northern,1.0,51.0,Moderate,Ozone,California
1005,201715,Glenn,Northern,1.0,48.0,Good,PM2.5,California
1007,201715,Humboldt,Northern,1.0,49.0,Good,Ozone,California
1004,201715,Elko,Northern,1.0,20.0,Good,PM10,Nevada
1008,201715,Humboldt,Northern,1.0,49.0,Good,Ozone,California
1015,201715,Lyon,Northern,1.0,57.0,Moderate,PM2.5,Minnesota
1014,201715,Lincoln,Northern,1.0,84.0,Moderate,Ozone,North Carolina
3810,201715,Yuba,Northern,,,,,
1013,201715,Lake,Northern,1.0,64.0,Moderate,Ozone,Ohio
1010,201715,Lake,Northern,1.0,64.0,Moderate,Ozone,Ohio
1011,201715,Lake,Northern,1.0,64.0,Moderate,Ozone,Ohio
1009,201715,Humboldt,Northern,1.0,49.0,Good,Ozone,California
1012,201715,Lake,Northern,1.0,64.0,Moderate,Ozone,Ohio
4123,201716,Storey,Northern,,,,,
3863,201716,Esmeralda,Northern,,,,,
3915,201716,Eureka,Northern,,,,,
4071,201716,Pershing,Northern,,,,,
3811,201716,Yuba,Northern,,,,,
3967,201716,Lander,Northern,,,,,
4019,201716,Mineral,Northern,,,,,
3707,201716,Sierra,Northern,,,,,
3759,201716,Alpine,Northern,,,,,
1091,201716,Shasta,Northern,0.0,51.0,Moderate,Ozone,California
1067,201716,Churchill,Northern,0.0,71.0,Moderate,Ozone,Nevada
1066,201716,Carson City,Northern,0.0,64.0,Moderate,Ozone,Nevada
1100,201716,Los Angeles,Upper Southern,1.0,161.0,Unhealthy,Ozone,California
1068,201716,Clark,Northern,0.0,90.0,Moderate,Ozone,Nevada
1069,201716,Colusa,Northern,0.0,46.0,Good,Ozone,California
1070,201716,Del Norte,Northern,0.0,28.0,Good,PM2.5,California
1071,201716,Douglas,Northern,0.0,84.0,Moderate,Ozone,Colorado
1072,201716,El Dorado,Northern,0.0,64.0,Moderate,Ozone,California
1073,201716,Elko,Northern,0.0,13.0,Good,PM2.5,Nevada
1074,201716,Glenn,Northern,0.0,45.0,Good,Ozone,California
1075,201716,Humboldt,Northern,0.0,45.0,Good,Ozone,California
1076,201716,Humboldt,Northern,0.0,45.0,Good,Ozone,California
1077,201716,Humboldt,Northern,0.0,45.0,Good,Ozone,California
1078,201716,Humboldt,Northern,0.0,45.0,Good,Ozone,California
1079,201716,Lake,Northern,0.0,71.0,Moderate,Ozone,Florida
1080,201716,Lake,Northern,0.0,71.0,Moderate,Ozone,Florida
1081,201716,Lake,Northern,0.0,71.0,Moderate,Ozone,Florida
1099,201716,Kern,Upper Southern,1.0,105.0,Unhealthy for Sensitive Groups,Ozone,California
1096,201716,Washoe,Northern,0.0,71.0,Moderate,Ozone,Nevada
1095,201716,Trinity,Northern,0.0,48.0,,,
1094,201716,Tehama,Northern,0.0,44.0,Good,Ozone,California
1093,201716,Sutter,Northern,0.0,49.0,Good,Ozone,California
1092,201716,Siskiyou,Northern,0.0,20.0,Good,PM2.5,California
1090,201716,Sacramento,Northern,0.0,48.0,Good,Ozone,California
1101,201716,San Luis Obispo,Upper Southern,1.0,96.0,Moderate,PM10,California
1089,201716,Plumas,Northern,0.0,47.0,Good,PM2.5,California
1087,201716,Nye,Northern,0.0,26.0,Good,PM10,Nevada
1086,201716,Nevada,Northern,0.0,71.0,Moderate,Ozone,California
1085,201716,Mendocino,Northern,0.0,44.0,Good,Ozone,California
1084,201716,Lyon,Northern,0.0,71.0,Moderate,Ozone,Nevada
1083,201716,Lincoln,Northern,0.0,53.0,Moderate,PM2.5,Montana
1082,201716,Lake,Northern,0.0,71.0,Moderate,Ozone,Florida
1088,201716,Placer,Northern,0.0,45.0,Good,Ozone,California
1065,201716,Butte,Northern,0.0,58.0,Moderate,Ozone,Idaho
1064,201716,Amador,Northern,0.0,46.0,Good,Ozone,California
1063,201716,San Diego,Lower Southern,8.0,161.0,Unhealthy,Ozone,California
1046,201716,Fresno,Central,2.0,97.0,Moderate,Ozone,California
1045,201716,Calaveras,Central,2.0,49.0,Good,Ozone,California
1044,201716,Sonoma,Bay Area,7.0,44.0,Good,Ozone,California
1043,201716,Solano,Bay Area,7.0,46.0,Good,Ozone,California
1042,201716,Santa Cruz,Bay Area,7.0,56.0,Moderate,PM10,Arizona
1041,201716,Santa Clara,Bay Area,7.0,50.0,Good,Ozone,California
1047,201716,Inyo,Central,2.0,77.0,Moderate,Ozone,California
1040,201716,San Mateo,Bay Area,7.0,44.0,Good,Ozone,California
1038,201716,Napa,Bay Area,7.0,43.0,Good,Ozone,California
1037,201716,Marin,Bay Area,7.0,41.0,Good,Ozone,California
3603,201716,Lassen,Northern,,,,,
1036,201716,Contra Costa,Bay Area,7.0,48.0,Good,Ozone,California
1035,201716,Alameda,Bay Area,7.0,45.0,Good,PM2.5,California
3655,201716,Modoc,Northern,,,,,
1039,201716,San Francisco,Bay Area,7.0,40.0,Good,Ozone,California
1097,201716,White Pine,Northern,0.0,77.0,Moderate,Ozone,Nevada
1048,201716,Kings,Central,2.0,74.0,Moderate,Ozone,California
1050,201716,Mariposa,Central,2.0,45.0,Good,Ozone,California
1062,201716,San Bernardino,Lower Southern,8.0,154.0,Unhealthy,Ozone,California
1061,201716,Riverside,Lower Southern,8.0,150.0,Unhealthy for Sensitive Groups,Ozone,California
1060,201716,Orange,Lower Southern,8.0,147.0,Unhealthy for Sensitive Groups,Ozone,California
1102,201716,Santa Barbara,Upper Southern,1.0,71.0,Moderate,Ozone,California
1059,201716,Imperial,Lower Southern,8.0,93.0,Moderate,Ozone,California
1058,201716,Tuolumne,Central,2.0,61.0,Moderate,Ozone,California
1049,201716,Madera,Central,2.0,51.0,Moderate,Ozone,California
1057,201716,Tulare,Central,2.0,97.0,Moderate,Ozone,California
1055,201716,San Joaquin,Central,2.0,49.0,Good,Ozone,California
1054,201716,San Benito,Central,2.0,49.0,Good,Ozone,California
1053,201716,Monterey,Central,2.0,48.0,Good,Ozone,California
1052,201716,Mono,Central,2.0,19.0,Good,PM2.5,California
1051,201716,Merced,Central,2.0,51.0,Moderate,Ozone,California
1103,201716,Ventura,Upper Southern,1.0,97.0,Moderate,Ozone,California
1056,201716,Stanislaus,Central,2.0,58.0,Moderate,Ozone,California
1098,201716,Yolo,Northern,0.0,50.0,Good,Ozone,California
3656,201717,Modoc,Northern,,,,,
3968,201717,Lander,Northern,,,,,
1104,201717,Alameda,Bay Area,5.0,55.0,Moderate,PM2.5,California
4020,201717,Mineral,Northern,,,,,
4124,201717,Storey,Northern,,,,,
4072,201717,Pershing,Northern,,,,,
3916,201717,Eureka,Northern,,,,,
1106,201717,Marin,Bay Area,5.0,44.0,Good,Ozone,California
1105,201717,Contra Costa,Bay Area,5.0,54.0,Moderate,Ozone,California
1108,201717,San Francisco,Bay Area,5.0,47.0,Good,PM2.5,California
1154,201717,Mendocino,Northern,1.0,44.0,Good,Ozone,California
1153,201717,Lyon,Northern,1.0,54.0,Moderate,Ozone,Nevada
1152,201717,Lincoln,Northern,1.0,84.0,Moderate,Ozone,Missouri
1151,201717,Lake,Northern,1.0,82.0,Moderate,PM10,Minnesota
1150,201717,Lake,Northern,1.0,82.0,Moderate,PM10,Minnesota
1149,201717,Lake,Northern,1.0,82.0,Moderate,PM10,Minnesota
1148,201717,Lake,Northern,1.0,82.0,Moderate,PM10,Minnesota
1147,201717,Humboldt,Northern,1.0,60.0,Moderate,PM2.5,California
3760,201717,Alpine,Northern,,,,,
1146,201717,Humboldt,Northern,1.0,60.0,Moderate,PM2.5,California
1145,201717,Humboldt,Northern,1.0,60.0,Moderate,PM2.5,California
1144,201717,Humboldt,Northern,1.0,60.0,Moderate,PM2.5,California
1143,201717,Glenn,Northern,1.0,47.0,Good,Ozone,California
1142,201717,Elko,Northern,1.0,49.0,Good,Ozone,Nevada
1107,201717,Napa,Bay Area,5.0,58.0,Moderate,Ozone,California
1155,201717,Nevada,Northern,1.0,74.0,Moderate,Ozone,California
1156,201717,Nye,Northern,1.0,55.0,Moderate,PM10,Nevada
1157,201717,Placer,Northern,1.0,48.0,Good,Ozone,California
1158,201717,Plumas,Northern,1.0,38.0,Good,PM2.5,California
3604,201717,Lassen,Northern,,,,,
1172,201717,Ventura,Upper Southern,3.0,93.0,Moderate,Ozone,California
1171,201717,Santa Barbara,Upper Southern,3.0,93.0,Moderate,Ozone,California
1170,201717,San Luis Obispo,Upper Southern,3.0,84.0,Moderate,Ozone,California
1169,201717,Los Angeles,Upper Southern,3.0,112.0,Unhealthy for Sensitive Groups,Ozone,California
1168,201717,Kern,Upper Southern,3.0,112.0,Unhealthy for Sensitive Groups,Ozone,California
1167,201717,Yolo,Northern,1.0,58.0,Moderate,Ozone,California
1140,201717,Douglas,Northern,1.0,87.0,Moderate,Ozone,Colorado
1166,201717,White Pine,Northern,1.0,77.0,Moderate,Ozone,Nevada
1164,201717,Trinity,Northern,1.0,48.0,,,
3708,201717,Sierra,Northern,,,,,
1163,201717,Tehama,Northern,1.0,47.0,Good,Ozone,California
1162,201717,Sutter,Northern,1.0,80.0,Moderate,Ozone,California
1161,201717,Siskiyou,Northern,1.0,10.0,Good,PM2.5,California
1160,201717,Shasta,Northern,1.0,64.0,Moderate,Ozone,California
1159,201717,Sacramento,Northern,1.0,64.0,Moderate,Ozone,California
1165,201717,Washoe,Northern,1.0,64.0,Moderate,Ozone,Nevada
1139,201717,Del Norte,Northern,1.0,18.0,Good,PM2.5,California
1141,201717,El Dorado,Northern,1.0,64.0,Moderate,Ozone,California
1137,201717,Clark,Northern,1.0,87.0,Moderate,Ozone,Nevada
1122,201717,Monterey,Central,1.0,54.0,Moderate,Ozone,California
1138,201717,Colusa,Northern,1.0,49.0,Good,Ozone,California
1120,201717,Merced,Central,1.0,67.0,Moderate,Ozone,California
1119,201717,Mariposa,Central,1.0,71.0,Moderate,Ozone,California
1118,201717,Madera,Central,1.0,84.0,Moderate,Ozone,California
1117,201717,Kings,Central,1.0,93.0,Moderate,Ozone,California
1116,201717,Inyo,Central,1.0,105.0,Unhealthy for Sensitive Groups,PM2.5,California
1115,201717,Fresno,Central,1.0,93.0,Moderate,Ozone,California
3864,201717,Esmeralda,Northern,,,,,
1114,201717,Calaveras,Central,1.0,51.0,Moderate,Ozone,California
1113,201717,Sonoma,Bay Area,5.0,47.0,Good,Ozone,California
1112,201717,Solano,Bay Area,5.0,54.0,Moderate,Ozone,California
1111,201717,Santa Cruz,Bay Area,5.0,50.0,Good,Ozone,California
1110,201717,Santa Clara,Bay Area,5.0,54.0,Moderate,Ozone,California
1109,201717,San Mateo,Bay Area,5.0,47.0,Good,Ozone,California
1123,201717,San Benito,Central,1.0,58.0,Moderate,Ozone,California
1124,201717,San Joaquin,Central,1.0,51.0,Moderate,Ozone,California
1121,201717,Mono,Central,1.0,401.0,Hazardous,PM10,California
1126,201717,Tulare,Central,1.0,105.0,Unhealthy for Sensitive Groups,Ozone,California
1136,201717,Churchill,Northern,1.0,64.0,Moderate,Ozone,Nevada
1135,201717,Carson City,Northern,1.0,61.0,Moderate,Ozone,Nevada
1134,201717,Butte,Northern,1.0,58.0,Moderate,Ozone,California
1133,201717,Amador,Northern,1.0,47.0,Good,Ozone,California
1132,201717,San Diego,Lower Southern,5.0,105.0,Unhealthy for Sensitive Groups,Ozone,California
1125,201717,Stanislaus,Central,1.0,64.0,Moderate,Ozone,California
3812,201717,Yuba,Northern,,,,,
1131,201717,San Bernardino,Lower Southern,5.0,115.0,Unhealthy for Sensitive Groups,Ozone,California
1130,201717,Riverside,Lower Southern,5.0,366.0,Hazardous,PM10,California
1129,201717,Orange,Lower Southern,5.0,97.0,Moderate,Ozone,California
1128,201717,Imperial,Lower Southern,5.0,100.0,Moderate,Ozone,California
1127,201717,Tuolumne,Central,1.0,67.0,Moderate,Ozone,California
3813,201718,Yuba,Northern,,,,,
3761,201718,Alpine,Northern,,,,,
3969,201718,Lander,Northern,,,,,
3917,201718,Eureka,Northern,,,,,
3865,201718,Esmeralda,Northern,,,,,
4021,201718,Mineral,Northern,,,,,
4073,201718,Pershing,Northern,,,,,
3657,201718,Modoc,Northern,,,,,
3605,201718,Lassen,Northern,,,,,
3709,201718,Sierra,Northern,,,,,
4125,201718,Storey,Northern,,,,,
1225,201718,Nye,Northern,0.0,27.0,Good,PM10,Nevada
1205,201718,Churchill,Northern,0.0,54.0,Moderate,Ozone,Nevada
1221,201718,Lincoln,Northern,0.0,50.0,Good,Ozone,Missouri
1220,201718,Lake,Northern,0.0,71.0,Moderate,Ozone,Florida
1219,201718,Lake,Northern,0.0,71.0,Moderate,Ozone,Florida
1218,201718,Lake,Northern,0.0,71.0,Moderate,Ozone,Florida
1217,201718,Lake,Northern,0.0,71.0,Moderate,Ozone,Florida
1216,201718,Humboldt,Northern,0.0,52.0,Moderate,PM2.5,California
1222,201718,Lyon,Northern,0.0,61.0,Moderate,Ozone,Minnesota
1215,201718,Humboldt,Northern,0.0,52.0,Moderate,PM2.5,California
1213,201718,Humboldt,Northern,0.0,52.0,Moderate,PM2.5,California
1212,201718,Glenn,Northern,0.0,55.0,Moderate,PM2.5,California
1211,201718,Elko,Northern,0.0,89.0,Moderate,PM2.5,Nevada
1210,201718,El Dorado,Northern,0.0,64.0,Moderate,Ozone,California
1209,201718,Douglas,Northern,0.0,80.0,Moderate,Ozone,Colorado
1208,201718,Del Norte,Northern,0.0,29.0,Good,PM2.5,California
1214,201718,Humboldt,Northern,0.0,52.0,Moderate,PM2.5,California
1207,201718,Colusa,Northern,0.0,52.0,Moderate,PM10,California
1224,201718,Nevada,Northern,0.0,90.0,Moderate,Ozone,California
1227,201718,Plumas,Northern,0.0,24.0,Good,PM2.5,California
1241,201718,Ventura,Upper Southern,1.0,122.0,Unhealthy for Sensitive Groups,Ozone,California
1240,201718,Santa Barbara,Upper Southern,1.0,100.0,Moderate,Ozone,California
1239,201718,San Luis Obispo,Upper Southern,1.0,74.0,Moderate,PM2.5,California
1238,201718,Los Angeles,Upper Southern,1.0,156.0,Unhealthy,Ozone,California
1237,201718,Kern,Upper Southern,1.0,112.0,Unhealthy for Sensitive Groups,Ozone,California
1236,201718,Yolo,Northern,0.0,46.0,Good,Ozone,California
1226,201718,Placer,Northern,0.0,71.0,Moderate,Ozone,California
1235,201718,White Pine,Northern,0.0,64.0,Moderate,Ozone,Nevada
1233,201718,Trinity,Northern,0.0,48.0,,,
1232,201718,Tehama,Northern,0.0,48.0,Good,Ozone,California
1231,201718,Sutter,Northern,0.0,61.0,Moderate,Ozone,California
1230,201718,Siskiyou,Northern,0.0,14.0,Good,PM2.5,California
1229,201718,Shasta,Northern,0.0,61.0,Moderate,Ozone,California
1228,201718,Sacramento,Northern,0.0,87.0,Moderate,Ozone,California
1234,201718,Washoe,Northern,0.0,61.0,Moderate,Ozone,Nevada
1206,201718,Clark,Northern,0.0,74.0,Moderate,Ozone,Nevada
1223,201718,Mendocino,Northern,0.0,40.0,Good,Ozone,California
1203,201718,Butte,Northern,0.0,74.0,Moderate,Ozone,California
1186,201718,Kings,Central,1.0,112.0,Unhealthy for Sensitive Groups,Ozone,California
1185,201718,Inyo,Central,1.0,81.0,Moderate,PM10,California
1184,201718,Fresno,Central,1.0,136.0,Unhealthy for Sensitive Groups,Ozone,California
1183,201718,Calaveras,Central,1.0,51.0,Moderate,Ozone,California
1182,201718,Sonoma,Bay Area,3.0,40.0,Good,Ozone,California
1181,201718,Solano,Bay Area,3.0,52.0,Moderate,PM2.5,California
1187,201718,Madera,Central,1.0,101.0,Unhealthy for Sensitive Groups,Ozone,California
1180,201718,Santa Cruz,Bay Area,3.0,57.0,Moderate,PM2.5,California
1178,201718,San Mateo,Bay Area,3.0,42.0,Good,Ozone,California
1177,201718,San Francisco,Bay Area,3.0,59.0,Moderate,PM2.5,California
1176,201718,Napa,Bay Area,3.0,45.0,Good,PM2.5,California
1175,201718,Marin,Bay Area,3.0,60.0,Moderate,PM2.5,California
1204,201718,Carson City,Northern,0.0,54.0,Moderate,Ozone,Nevada
1173,201718,Alameda,Bay Area,3.0,57.0,Moderate,PM2.5,California
1179,201718,Santa Clara,Bay Area,3.0,61.0,Moderate,Ozone,California
1188,201718,Mariposa,Central,1.0,74.0,Moderate,Ozone,California
1174,201718,Contra Costa,Bay Area,3.0,57.0,Moderate,PM2.5,California
1201,201718,San Diego,Lower Southern,6.0,151.0,Unhealthy,Ozone,California
1202,201718,Amador,Northern,0.0,45.0,Good,Ozone,California
1200,201718,San Bernardino,Lower Southern,6.0,182.0,Unhealthy,Ozone,California
1199,201718,Riverside,Lower Southern,6.0,156.0,Unhealthy,Ozone,California
1198,201718,Orange,Lower Southern,6.0,100.0,Moderate,Ozone,California
1197,201718,Imperial,Lower Southern,6.0,331.0,Hazardous,PM10,California
1195,201718,Tulare,Central,1.0,150.0,Unhealthy for Sensitive Groups,Ozone,California
1194,201718,Stanislaus,Central,1.0,105.0,Unhealthy for Sensitive Groups,Ozone,California
1196,201718,Tuolumne,Central,1.0,87.0,Moderate,Ozone,California
1192,201718,San Benito,Central,1.0,74.0,Moderate,Ozone,California
1191,201718,Monterey,Central,1.0,59.0,Moderate,PM2.5,California
1190,201718,Mono,Central,1.0,31.0,Good,PM10,California
1189,201718,Merced,Central,1.0,87.0,Moderate,Ozone,California
1193,201718,San Joaquin,Central,1.0,61.0,Moderate,Ozone,California
1285,201719,Humboldt,Northern,1.0,40.0,Good,Ozone,California
1290,201719,Lincoln,Northern,1.0,77.0,Moderate,Ozone,North Carolina
1291,201719,Lyon,Northern,1.0,64.0,Moderate,Ozone,Minnesota
1289,201719,Lake,Northern,1.0,122.0,Unhealthy for Sensitive Groups,Ozone,Florida
1292,201719,Mendocino,Northern,1.0,40.0,Good,Ozone,California
1288,201719,Lake,Northern,1.0,122.0,Unhealthy for Sensitive Groups,Ozone,Florida
1287,201719,Lake,Northern,1.0,122.0,Unhealthy for Sensitive Groups,Ozone,Florida
1286,201719,Lake,Northern,1.0,122.0,Unhealthy for Sensitive Groups,Ozone,Florida
1284,201719,Humboldt,Northern,1.0,40.0,Good,Ozone,California
1276,201719,Colusa,Northern,1.0,47.0,Good,Ozone,California
1282,201719,Humboldt,Northern,1.0,40.0,Good,Ozone,California
1281,201719,Glenn,Northern,1.0,116.0,Unhealthy for Sensitive Groups,PM2.5,California
3866,201719,Esmeralda,Northern,,,,,
1280,201719,Elko,Northern,1.0,64.0,Moderate,Ozone,Nevada
1293,201719,Nevada,Northern,1.0,93.0,Moderate,Ozone,California
1279,201719,El Dorado,Northern,1.0,101.0,Unhealthy for Sensitive Groups,Ozone,California
1278,201719,Douglas,Northern,1.0,90.0,Moderate,Ozone,Georgia
1277,201719,Del Norte,Northern,1.0,14.0,Good,PM2.5,California
1283,201719,Humboldt,Northern,1.0,40.0,Good,Ozone,California
1294,201719,Nye,Northern,1.0,30.0,Good,PM10,Nevada
1301,201719,Tehama,Northern,1.0,51.0,Moderate,Ozone,California
1296,201719,Plumas,Northern,1.0,45.0,Good,PM2.5,California
4126,201719,Storey,Northern,,,,,
1310,201719,Ventura,Upper Southern,0.0,58.0,Moderate,PM2.5,California
1309,201719,Santa Barbara,Upper Southern,0.0,55.0,Moderate,PM2.5,California
3970,201719,Lander,Northern,,,,,
4022,201719,Mineral,Northern,,,,,
1308,201719,San Luis Obispo,Upper Southern,0.0,73.0,Moderate,PM2.5,California
1307,201719,Los Angeles,Upper Southern,0.0,70.0,Moderate,PM2.5,California
