,DATE_CODE,NAME,REGION,INFLUENZA_POSTIVE_CASES,WEEKLY_MAX_AQI,CATEGORY,DEFINING_PARAMETER,STATE_NAME
1306,201719,Kern,Upper Southern,0.0,112.0,Unhealthy for Sensitive Groups,Ozone,California
1295,201719,Placer,Northern,1.0,54.0,Moderate,Ozone,California
1305,201719,Yolo,Northern,1.0,58.0,Moderate,Ozone,California
1303,201719,Washoe,Northern,1.0,77.0,Moderate,Ozone,Nevada
1302,201719,Trinity,Northern,1.0,48.0,,,
4074,201719,Pershing,Northern,,,,,
1300,201719,Sutter,Northern,1.0,77.0,Moderate,Ozone,California
1299,201719,Siskiyou,Northern,1.0,25.0,Good,PM2.5,California
3918,201719,Eureka,Northern,,,,,
1298,201719,Shasta,Northern,1.0,51.0,Moderate,Ozone,California
1297,201719,Sacramento,Northern,1.0,90.0,Moderate,Ozone,California
1304,201719,White Pine,Northern,1.0,90.0,Moderate,Ozone,Nevada
1275,201719,Clark,Northern,1.0,101.0,Unhealthy for Sensitive Groups,Ozone,Nevada
1273,201719,Carson City,Northern,1.0,74.0,Moderate,Ozone,Nevada
1244,201719,Marin,Bay Area,4.0,58.0,Moderate,PM2.5,California
1255,201719,Kings,Central,0.0,115.0,Unhealthy for Sensitive Groups,Ozone,California
1254,201719,Inyo,Central,0.0,84.0,Moderate,Ozone,California
1253,201719,Fresno,Central,0.0,126.0,Unhealthy for Sensitive Groups,Ozone,California
1252,201719,Calaveras,Central,0.0,61.0,Moderate,Ozone,California
1274,201719,Churchill,Northern,1.0,64.0,Moderate,Ozone,Nevada
1250,201719,Solano,Bay Area,4.0,67.0,Moderate,PM2.5,California
1249,201719,Santa Cruz,Bay Area,4.0,57.0,Moderate,PM2.5,California
1256,201719,Madera,Central,0.0,105.0,Unhealthy for Sensitive Groups,Ozone,California
1248,201719,Santa Clara,Bay Area,4.0,54.0,Moderate,PM2.5,California
1246,201719,San Francisco,Bay Area,4.0,62.0,Moderate,PM2.5,California
1245,201719,Napa,Bay Area,4.0,60.0,Moderate,PM2.5,California
3762,201719,Alpine,Northern,,,,,
3658,201719,Modoc,Northern,,,,,
1243,201719,Contra Costa,Bay Area,4.0,66.0,Moderate,PM2.5,California
1242,201719,Alameda,Bay Area,4.0,68.0,Moderate,PM2.5,California
3710,201719,Sierra,Northern,,,,,
1247,201719,San Mateo,Bay Area,4.0,55.0,Moderate,PM2.5,California
1257,201719,Mariposa,Central,0.0,54.0,Moderate,Ozone,California
1251,201719,Sonoma,Bay Area,4.0,48.0,Good,PM2.5,California
1259,201719,Mono,Central,0.0,268.0,Very Unhealthy,PM10,California
1272,201719,Butte,Northern,1.0,61.0,Moderate,Ozone,California
1271,201719,Amador,Northern,1.0,50.0,Good,Ozone,California
1270,201719,San Diego,Lower Southern,4.0,64.0,Moderate,Ozone,California
1258,201719,Merced,Central,0.0,90.0,Moderate,Ozone,California
1268,201719,Riverside,Lower Southern,4.0,122.0,Unhealthy for Sensitive Groups,Ozone,California
1267,201719,Orange,Lower Southern,4.0,147.0,Unhealthy for Sensitive Groups,Ozone,Florida
3606,201719,Lassen,Northern,,,,,
1266,201719,Imperial,Lower Southern,4.0,133.0,Unhealthy for Sensitive Groups,Ozone,California
1269,201719,San Bernardino,Lower Southern,4.0,126.0,Unhealthy for Sensitive Groups,Ozone,California
1264,201719,Tulare,Central,0.0,129.0,Unhealthy for Sensitive Groups,Ozone,California
1263,201719,Stanislaus,Central,0.0,97.0,Moderate,Ozone,California
3814,201719,Yuba,Northern,,,,,
1262,201719,San Joaquin,Central,0.0,61.0,Moderate,Ozone,California
1261,201719,San Benito,Central,0.0,50.0,Good,Ozone,California
1260,201719,Monterey,Central,0.0,52.0,Moderate,PM2.5,California
1265,201719,Tuolumne,Central,0.0,74.0,Moderate,Ozone,California
4075,201720,Pershing,Northern,,,,,
3607,201720,Lassen,Northern,,,,,
1352,201720,Humboldt,Northern,0.0,56.0,Moderate,PM2.5,California
1351,201720,Humboldt,Northern,0.0,56.0,Moderate,PM2.5,California
1350,201720,Glenn,Northern,0.0,35.0,Good,PM10,California
1349,201720,Elko,Northern,0.0,48.0,Good,Ozone,Nevada
1345,201720,Colusa,Northern,0.0,40.0,Good,PM2.5,California
1347,201720,Douglas,Northern,0.0,77.0,Moderate,Ozone,Colorado
1346,201720,Del Norte,Northern,0.0,15.0,Good,PM2.5,California
1344,201720,Clark,Northern,0.0,100.0,Moderate,Ozone,Indiana
1341,201720,Butte,Northern,0.0,71.0,Moderate,Ozone,California
1343,201720,Churchill,Northern,0.0,50.0,Good,Ozone,Nevada
1342,201720,Carson City,Northern,0.0,48.0,Good,Ozone,Nevada
1348,201720,El Dorado,Northern,0.0,77.0,Moderate,Ozone,California
1353,201720,Humboldt,Northern,0.0,56.0,Moderate,PM2.5,California
4127,201720,Storey,Northern,,,,,
1355,201720,Lake,Northern,0.0,108.0,Unhealthy for Sensitive Groups,Ozone,Ohio
1370,201720,Tehama,Northern,0.0,47.0,Good,Ozone,California
1369,201720,Sutter,Northern,0.0,45.0,Good,Ozone,California
1368,201720,Siskiyou,Northern,0.0,11.0,Good,PM2.5,California
1340,201720,Amador,Northern,0.0,54.0,Moderate,Ozone,California
1367,201720,Shasta,Northern,0.0,47.0,Good,Ozone,California
1366,201720,Sacramento,Northern,0.0,77.0,Moderate,Ozone,California
1365,201720,Plumas,Northern,0.0,30.0,Good,PM2.5,California
1354,201720,Humboldt,Northern,0.0,56.0,Moderate,PM2.5,California
1364,201720,Placer,Northern,0.0,54.0,Moderate,Ozone,California
1362,201720,Nevada,Northern,0.0,101.0,Unhealthy for Sensitive Groups,Ozone,California
1361,201720,Mendocino,Northern,0.0,39.0,Good,Ozone,California
1360,201720,Lyon,Northern,0.0,58.0,Moderate,Ozone,Minnesota
1359,201720,Lincoln,Northern,0.0,93.0,Moderate,Ozone,North Carolina
1358,201720,Lake,Northern,0.0,108.0,Unhealthy for Sensitive Groups,Ozone,Ohio
1357,201720,Lake,Northern,0.0,108.0,Unhealthy for Sensitive Groups,Ozone,Ohio
1356,201720,Lake,Northern,0.0,108.0,Unhealthy for Sensitive Groups,Ozone,Ohio
1363,201720,Nye,Northern,0.0,45.0,Good,PM10,Nevada
1339,201720,San Diego,Lower Southern,10.0,122.0,Unhealthy for Sensitive Groups,Ozone,California
1323,201720,Inyo,Central,0.0,61.0,Moderate,Ozone,California
1337,201720,Riverside,Lower Southern,10.0,126.0,Unhealthy for Sensitive Groups,Ozone,California
1317,201720,Santa Clara,Bay Area,4.0,54.0,Moderate,Ozone,California
3971,201720,Lander,Northern,,,,,
3659,201720,Modoc,Northern,,,,,
1316,201720,San Mateo,Bay Area,4.0,40.0,Good,Ozone,California
1315,201720,San Francisco,Bay Area,4.0,55.0,Moderate,PM2.5,California
1314,201720,Napa,Bay Area,4.0,49.0,Good,Ozone,California
1318,201720,Santa Cruz,Bay Area,4.0,38.0,Good,PM2.5,California
1313,201720,Marin,Bay Area,4.0,44.0,Good,Ozone,California
1311,201720,Alameda,Bay Area,4.0,62.0,Moderate,PM2.5,California
3711,201720,Sierra,Northern,,,,,
3763,201720,Alpine,Northern,,,,,
3919,201720,Eureka,Northern,,,,,
3815,201720,Yuba,Northern,,,,,
3867,201720,Esmeralda,Northern,,,,,
1312,201720,Contra Costa,Bay Area,4.0,64.0,Moderate,Ozone,California
1319,201720,Solano,Bay Area,4.0,64.0,Moderate,Ozone,California
1320,201720,Sonoma,Bay Area,4.0,42.0,Good,Ozone,California
1321,201720,Calaveras,Central,0.0,67.0,Moderate,Ozone,California
1336,201720,Orange,Lower Southern,10.0,129.0,Unhealthy for Sensitive Groups,Ozone,California
1335,201720,Imperial,Lower Southern,10.0,146.0,Unhealthy for Sensitive Groups,PM10,California
4023,201720,Mineral,Northern,,,,,
1334,201720,Tuolumne,Central,0.0,84.0,Moderate,Ozone,California
1333,201720,Tulare,Central,0.0,126.0,Unhealthy for Sensitive Groups,Ozone,California
1332,201720,Stanislaus,Central,0.0,84.0,Moderate,Ozone,California
1331,201720,San Joaquin,Central,0.0,64.0,Moderate,Ozone,California
1330,201720,San Benito,Central,0.0,74.0,Moderate,Ozone,California
1329,201720,Monterey,Central,0.0,54.0,Moderate,Ozone,California
1328,201720,Mono,Central,0.0,63.0,Moderate,PM10,California
1327,201720,Merced,Central,0.0,80.0,Moderate,Ozone,California
1326,201720,Mariposa,Central,0.0,80.0,Moderate,Ozone,California
1325,201720,Madera,Central,0.0,105.0,Unhealthy for Sensitive Groups,Ozone,California
1324,201720,Kings,Central,0.0,112.0,Unhealthy for Sensitive Groups,Ozone,California
1322,201720,Fresno,Central,0.0,115.0,Unhealthy for Sensitive Groups,Ozone,California
1338,201720,San Bernardino,Lower Southern,10.0,154.0,Unhealthy,Ozone,California
1371,201720,Trinity,Northern,0.0,48.0,,,
1372,201720,Washoe,Northern,0.0,51.0,Moderate,Ozone,Nevada
1373,201720,White Pine,Northern,0.0,58.0,Moderate,Ozone,Nevada
1375,201720,Kern,Upper Southern,0.0,115.0,Unhealthy for Sensitive Groups,Ozone,California
1376,201720,Los Angeles,Upper Southern,0.0,143.0,Unhealthy for Sensitive Groups,Ozone,California
1377,201720,San Luis Obispo,Upper Southern,0.0,87.0,Moderate,Ozone,California
1378,201720,Santa Barbara,Upper Southern,0.0,87.0,Moderate,Ozone,California
1379,201720,Ventura,Upper Southern,0.0,115.0,Unhealthy for Sensitive Groups,Ozone,California
1374,201720,Yolo,Northern,0.0,54.0,Moderate,Ozone,California
1431,201721,Nevada,Northern,0.0,154.0,Unhealthy,Ozone,California
3712,201721,Sierra,Northern,,,,,
1430,201721,Mendocino,Northern,0.0,49.0,Good,Ozone,California
1429,201721,Lyon,Northern,0.0,108.0,Unhealthy for Sensitive Groups,Ozone,Nevada
1428,201721,Lincoln,Northern,0.0,51.0,Moderate,Ozone,North Carolina
1427,201721,Lake,Northern,0.0,74.0,Moderate,Ozone,Florida
1426,201721,Lake,Northern,0.0,74.0,Moderate,Ozone,Florida
1422,201721,Humboldt,Northern,0.0,70.0,Moderate,PM2.5,California
1424,201721,Lake,Northern,0.0,74.0,Moderate,Ozone,Florida
1423,201721,Humboldt,Northern,0.0,70.0,Moderate,PM2.5,California
1432,201721,Nye,Northern,0.0,28.0,Good,PM10,Nevada
1421,201721,Humboldt,Northern,0.0,70.0,Moderate,PM2.5,California
1420,201721,Humboldt,Northern,0.0,70.0,Moderate,PM2.5,California
1419,201721,Glenn,Northern,0.0,84.0,Moderate,Ozone,California
1418,201721,Elko,Northern,0.0,80.0,Moderate,Ozone,Nevada
1425,201721,Lake,Northern,0.0,74.0,Moderate,Ozone,Florida
1433,201721,Placer,Northern,0.0,115.0,Unhealthy for Sensitive Groups,Ozone,California
1436,201721,Shasta,Northern,0.0,84.0,Moderate,Ozone,California
1435,201721,Sacramento,Northern,0.0,129.0,Unhealthy for Sensitive Groups,Ozone,California
3816,201721,Yuba,Northern,,,,,
3764,201721,Alpine,Northern,,,,,
1448,201721,Ventura,Upper Southern,0.0,100.0,Moderate,Ozone,California
1447,201721,Santa Barbara,Upper Southern,0.0,61.0,Moderate,Ozone,California
1446,201721,San Luis Obispo,Upper Southern,0.0,97.0,Moderate,Ozone,California
1445,201721,Los Angeles,Upper Southern,0.0,154.0,Unhealthy,Ozone,California
1444,201721,Kern,Upper Southern,0.0,150.0,Unhealthy for Sensitive Groups,Ozone,California
1443,201721,Yolo,Northern,0.0,100.0,Moderate,Ozone,California
1442,201721,White Pine,Northern,0.0,67.0,Moderate,Ozone,Nevada
1441,201721,Washoe,Northern,0.0,101.0,Unhealthy for Sensitive Groups,Ozone,Nevada
1440,201721,Trinity,Northern,0.0,48.0,,,
1439,201721,Tehama,Northern,0.0,77.0,Moderate,Ozone,California
1438,201721,Sutter,Northern,0.0,74.0,Moderate,Ozone,California
1437,201721,Siskiyou,Northern,0.0,14.0,Good,PM2.5,California
1417,201721,El Dorado,Northern,0.0,112.0,Unhealthy for Sensitive Groups,Ozone,California
1434,201721,Plumas,Northern,0.0,55.0,Moderate,PM2.5,California
1416,201721,Douglas,Northern,0.0,61.0,Moderate,Ozone,Colorado
1413,201721,Clark,Northern,0.0,101.0,Unhealthy for Sensitive Groups,Ozone,Nevada
1414,201721,Colusa,Northern,0.0,51.0,Moderate,Ozone,California
1394,201721,Madera,Central,0.0,126.0,Unhealthy for Sensitive Groups,Ozone,California
1393,201721,Kings,Central,0.0,150.0,Unhealthy for Sensitive Groups,Ozone,California
1392,201721,Inyo,Central,0.0,101.0,Unhealthy for Sensitive Groups,Ozone,California
1391,201721,Fresno,Central,0.0,161.0,Unhealthy,Ozone,California
3608,201721,Lassen,Northern,,,,,
1390,201721,Calaveras,Central,0.0,100.0,Moderate,Ozone,California
1388,201721,Solano,Bay Area,8.0,87.0,Moderate,Ozone,California
1387,201721,Santa Cruz,Bay Area,8.0,34.0,Good,Ozone,California
1386,201721,Santa Clara,Bay Area,8.0,64.0,Moderate,Ozone,California
1385,201721,San Mateo,Bay Area,8.0,35.0,Good,PM2.5,California
1384,201721,San Francisco,Bay Area,8.0,32.0,Good,Ozone,California
1383,201721,Napa,Bay Area,8.0,43.0,Good,Ozone,California
1382,201721,Marin,Bay Area,8.0,31.0,Good,Ozone,California
1381,201721,Contra Costa,Bay Area,8.0,84.0,Moderate,Ozone,California
1380,201721,Alameda,Bay Area,8.0,61.0,Moderate,Ozone,California
1395,201721,Mariposa,Central,0.0,105.0,Unhealthy for Sensitive Groups,Ozone,California
1396,201721,Merced,Central,0.0,112.0,Unhealthy for Sensitive Groups,Ozone,California
1397,201721,Mono,Central,0.0,21.0,Good,PM10,California
1398,201721,Monterey,Central,0.0,51.0,Moderate,PM10,California
3868,201721,Esmeralda,Northern,,,,,
1412,201721,Churchill,Northern,0.0,97.0,Moderate,Ozone,Nevada
1411,201721,Carson City,Northern,0.0,90.0,Moderate,Ozone,Nevada
3660,201721,Modoc,Northern,,,,,
1410,201721,Butte,Northern,0.0,105.0,Unhealthy for Sensitive Groups,Ozone,California
1409,201721,Amador,Northern,0.0,90.0,Moderate,Ozone,California
1408,201721,San Diego,Lower Southern,9.0,119.0,Unhealthy for Sensitive Groups,Ozone,California
1415,201721,Del Norte,Northern,0.0,43.0,Good,PM2.5,California
1407,201721,San Bernardino,Lower Southern,9.0,185.0,Unhealthy,Ozone,California
1405,201721,Orange,Lower Southern,9.0,90.0,Moderate,Ozone,California
1404,201721,Imperial,Lower Southern,9.0,105.0,Unhealthy for Sensitive Groups,PM10,California
1403,201721,Tuolumne,Central,0.0,101.0,Unhealthy for Sensitive Groups,Ozone,California
1402,201721,Tulare,Central,0.0,164.0,Unhealthy,Ozone,California
1401,201721,Stanislaus,Central,0.0,147.0,Unhealthy for Sensitive Groups,Ozone,California
1400,201721,San Joaquin,Central,0.0,115.0,Unhealthy for Sensitive Groups,Ozone,California
1399,201721,San Benito,Central,0.0,80.0,Moderate,Ozone,California
1406,201721,Riverside,Lower Southern,9.0,177.0,Unhealthy,Ozone,California
3920,201721,Eureka,Northern,,,,,
1389,201721,Sonoma,Bay Area,8.0,42.0,Good,Ozone,California
4076,201721,Pershing,Northern,,,,,
4024,201721,Mineral,Northern,,,,,
3972,201721,Lander,Northern,,,,,
4128,201721,Storey,Northern,,,,,
1484,201722,Del Norte,Northern,1.0,13.0,Good,PM2.5,California
1469,201722,San Joaquin,Central,0.0,61.0,Moderate,Ozone,California
1470,201722,Stanislaus,Central,0.0,80.0,Moderate,Ozone,California
3817,201722,Yuba,Northern,,,,,
1471,201722,Tulare,Central,0.0,129.0,Unhealthy for Sensitive Groups,Ozone,California
1472,201722,Tuolumne,Central,0.0,105.0,Unhealthy for Sensitive Groups,Ozone,California
1473,201722,Imperial,Lower Southern,5.0,101.0,Unhealthy for Sensitive Groups,Ozone,California
1474,201722,Orange,Lower Southern,5.0,105.0,Unhealthy for Sensitive Groups,Ozone,California
1476,201722,San Bernardino,Lower Southern,5.0,185.0,Unhealthy,Ozone,California
1468,201722,San Benito,Central,0.0,61.0,Moderate,Ozone,California
1477,201722,San Diego,Lower Southern,5.0,143.0,Unhealthy for Sensitive Groups,Ozone,California
1478,201722,Amador,Northern,1.0,64.0,Moderate,Ozone,California
1479,201722,Butte,Northern,1.0,87.0,Moderate,Ozone,California
1480,201722,Carson City,Northern,1.0,64.0,Moderate,Ozone,Nevada
1481,201722,Churchill,Northern,1.0,61.0,Moderate,Ozone,Nevada
1483,201722,Colusa,Northern,1.0,54.0,Moderate,Ozone,California
4129,201722,Storey,Northern,,,,,
1475,201722,Riverside,Lower Southern,5.0,166.0,Unhealthy,Ozone,California
1467,201722,Monterey,Central,0.0,52.0,Moderate,PM10,California
1465,201722,Merced,Central,0.0,80.0,Moderate,Ozone,California
1485,201722,Douglas,Northern,1.0,97.0,Moderate,Ozone,Colorado
4025,201722,Mineral,Northern,,,,,
1449,201722,Alameda,Bay Area,0.0,60.0,Moderate,PM2.5,California
1450,201722,Contra Costa,Bay Area,0.0,55.0,Moderate,PM2.5,California
3765,201722,Alpine,Northern,,,,,
3609,201722,Lassen,Northern,,,,,
1451,201722,Marin,Bay Area,0.0,43.0,Good,PM2.5,California
1452,201722,Napa,Bay Area,0.0,48.0,Good,PM2.5,California
1453,201722,San Francisco,Bay Area,0.0,45.0,Good,PM2.5,California
1454,201722,San Mateo,Bay Area,0.0,38.0,Good,Ozone,California
1455,201722,Santa Clara,Bay Area,0.0,50.0,Good,Ozone,California
1456,201722,Santa Cruz,Bay Area,0.0,40.0,Good,PM2.5,Arizona
1457,201722,Solano,Bay Area,0.0,53.0,Moderate,PM2.5,California
1458,201722,Sonoma,Bay Area,0.0,48.0,Good,Ozone,California
1459,201722,Calaveras,Central,0.0,84.0,Moderate,Ozone,California
1460,201722,Fresno,Central,0.0,122.0,Unhealthy for Sensitive Groups,Ozone,California
1461,201722,Inyo,Central,0.0,87.0,Moderate,Ozone,California
1462,201722,Kings,Central,0.0,101.0,Unhealthy for Sensitive Groups,Ozone,California
1463,201722,Madera,Central,0.0,93.0,Moderate,Ozone,California
1464,201722,Mariposa,Central,0.0,67.0,Moderate,Ozone,California
1466,201722,Mono,Central,0.0,19.0,Good,PM10,California
1486,201722,El Dorado,Northern,1.0,90.0,Moderate,Ozone,California
1482,201722,Clark,Northern,1.0,101.0,Unhealthy for Sensitive Groups,Ozone,Indiana
1488,201722,Glenn,Northern,1.0,58.0,Moderate,Ozone,California
1503,201722,Plumas,Northern,1.0,28.0,Good,PM2.5,California
1504,201722,Sacramento,Northern,1.0,61.0,Moderate,Ozone,California
1505,201722,Shasta,Northern,1.0,80.0,Moderate,Ozone,California
1506,201722,Siskiyou,Northern,1.0,14.0,Good,PM2.5,California
1487,201722,Elko,Northern,1.0,54.0,Moderate,Ozone,Nevada
1508,201722,Tehama,Northern,1.0,61.0,Moderate,Ozone,California
1509,201722,Trinity,Northern,1.0,48.0,,,
1510,201722,Washoe,Northern,1.0,84.0,Moderate,Ozone,Nevada
3921,201722,Eureka,Northern,,,,,
1511,201722,White Pine,Northern,1.0,71.0,Moderate,Ozone,Nevada
1512,201722,Yolo,Northern,1.0,50.0,Good,Ozone,California
1513,201722,Kern,Upper Southern,0.0,136.0,Unhealthy for Sensitive Groups,Ozone,California
1514,201722,Los Angeles,Upper Southern,0.0,169.0,Unhealthy,Ozone,California
1515,201722,San Luis Obispo,Upper Southern,0.0,89.0,Moderate,PM2.5,California
1516,201722,Santa Barbara,Upper Southern,0.0,51.0,Moderate,PM2.5,California
1517,201722,Ventura,Upper Southern,0.0,87.0,Moderate,Ozone,California
4077,201722,Pershing,Northern,,,,,
1502,201722,Placer,Northern,1.0,67.0,Moderate,Ozone,California
1501,201722,Nye,Northern,1.0,28.0,Good,PM10,Nevada
1507,201722,Sutter,Northern,1.0,84.0,Moderate,Ozone,California
1499,201722,Mendocino,Northern,1.0,36.0,Good,Ozone,California
1489,201722,Humboldt,Northern,1.0,37.0,Good,Ozone,California
1490,201722,Humboldt,Northern,1.0,37.0,Good,Ozone,California
3661,201722,Modoc,Northern,,,,,
3869,201722,Esmeralda,Northern,,,,,
1500,201722,Nevada,Northern,1.0,133.0,Unhealthy for Sensitive Groups,Ozone,California
1491,201722,Humboldt,Northern,1.0,37.0,Good,Ozone,California
1492,201722,Humboldt,Northern,1.0,37.0,Good,Ozone,California
1493,201722,Lake,Northern,1.0,129.0,Unhealthy for Sensitive Groups,Ozone,Illinois
3713,201722,Sierra,Northern,,,,,
1494,201722,Lake,Northern,1.0,129.0,Unhealthy for Sensitive Groups,Ozone,Illinois
1498,201722,Lyon,Northern,1.0,77.0,Moderate,Ozone,Minnesota
1497,201722,Lincoln,Northern,1.0,105.0,Unhealthy for Sensitive Groups,Ozone,Missouri
1496,201722,Lake,Northern,1.0,129.0,Unhealthy for Sensitive Groups,Ozone,Illinois
3973,201722,Lander,Northern,,,,,
1495,201722,Lake,Northern,1.0,129.0,Unhealthy for Sensitive Groups,Ozone,Illinois
3662,201723,Modoc,Northern,,,,,
1565,201723,Lake,Northern,0.0,122.0,Unhealthy for Sensitive Groups,Ozone,Indiana
1556,201723,Elko,Northern,0.0,64.0,Moderate,Ozone,Nevada
1530,201723,Inyo,Central,1.0,126.0,Unhealthy for Sensitive Groups,PM10,California
1551,201723,Clark,Northern,0.0,105.0,Unhealthy for Sensitive Groups,Ozone,Ohio
1552,201723,Colusa,Northern,0.0,38.0,Good,PM2.5,California
1553,201723,Del Norte,Northern,0.0,19.0,Good,PM2.5,California
1564,201723,Lake,Northern,0.0,122.0,Unhealthy for Sensitive Groups,Ozone,Indiana
1563,201723,Lake,Northern,0.0,122.0,Unhealthy for Sensitive Groups,Ozone,Indiana
1559,201723,Humboldt,Northern,0.0,57.0,Moderate,PM2.5,California
1555,201723,El Dorado,Northern,0.0,122.0,Unhealthy for Sensitive Groups,Ozone,California
1557,201723,Glenn,Northern,0.0,74.0,Moderate,Ozone,California
1558,201723,Humboldt,Northern,0.0,57.0,Moderate,PM2.5,California
1560,201723,Humboldt,Northern,0.0,57.0,Moderate,PM2.5,California
1561,201723,Humboldt,Northern,0.0,57.0,Moderate,PM2.5,California
1554,201723,Douglas,Northern,0.0,97.0,Moderate,Ozone,Colorado
1562,201723,Lake,Northern,0.0,122.0,Unhealthy for Sensitive Groups,Ozone,Indiana
1543,201723,Orange,Lower Southern,5.0,50.0,Good,Ozone,California
4026,201723,Mineral,Northern,,,,,
1531,201723,Kings,Central,1.0,122.0,Unhealthy for Sensitive Groups,Ozone,California
1532,201723,Madera,Central,1.0,119.0,Unhealthy for Sensitive Groups,Ozone,California
1533,201723,Mariposa,Central,1.0,90.0,Moderate,Ozone,California
1534,201723,Merced,Central,1.0,115.0,Unhealthy for Sensitive Groups,Ozone,California
1535,201723,Mono,Central,1.0,67.0,Moderate,PM10,California
1536,201723,Monterey,Central,1.0,49.0,Good,PM2.5,California
1537,201723,San Benito,Central,1.0,64.0,Moderate,Ozone,California
1538,201723,San Joaquin,Central,1.0,67.0,Moderate,Ozone,California
1539,201723,Stanislaus,Central,1.0,108.0,Unhealthy for Sensitive Groups,Ozone,California
1540,201723,Tulare,Central,1.0,150.0,Unhealthy for Sensitive Groups,Ozone,California
1541,201723,Tuolumne,Central,1.0,115.0,Unhealthy for Sensitive Groups,Ozone,California
