,State Name,county Name,AQI,Date,Category,Defining Parameter,date_code,Week,max_aqi
18618,California,Humboldt,48,2018-02-13,Good,PM2.5,201807,7,48
18624,California,Humboldt,44,2018-02-19,Good,PM2.5,201808,8,44
18634,California,Humboldt,42,2018-03-01,Good,Ozone,201809,9,42
18640,California,Humboldt,44,2018-03-07,Good,Ozone,201810,10,44
18647,California,Humboldt,38,2018-03-14,Good,Ozone,201811,11,38
18656,California,Humboldt,43,2018-03-23,Good,Ozone,201812,12,43
18665,California,Humboldt,38,2018-04-01,Good,Ozone,201813,13,38
18672,California,Humboldt,44,2018-04-08,Good,Ozone,201814,14,44
18678,California,Humboldt,47,2018-04-14,Good,PM2.5,201815,15,47
18680,California,Humboldt,40,2018-04-16,Good,Ozone,201816,16,40
18681,California,Humboldt,40,2018-04-17,Good,Ozone,201816,16,40
18682,California,Humboldt,40,2018-04-18,Good,Ozone,201816,16,40
18683,California,Humboldt,40,2018-04-19,Good,Ozone,201816,16,40
18685,California,Humboldt,40,2018-04-21,Good,Ozone,201816,16,40
18687,California,Humboldt,54,2018-04-23,Moderate,PM2.5,201817,17,54
18694,California,Humboldt,46,2018-04-30,Good,Ozone,201818,18,46
18703,California,Humboldt,42,2018-05-09,Good,Ozone,201819,19,42
18705,California,Humboldt,42,2018-05-11,Good,PM2.5,201819,19,42
18714,California,Humboldt,39,2018-05-20,Good,Ozone,201820,20,39
18721,California,Humboldt,35,2018-05-27,Good,Ozone,201821,21,35
18723,California,Humboldt,51,2018-05-29,Moderate,PM2.5,201822,22,51
18732,California,Humboldt,41,2018-06-07,Good,Ozone,201823,23,41
18741,California,Humboldt,44,2018-06-16,Good,PM2.5,201824,24,44
18743,California,Humboldt,28,2018-06-18,Good,Ozone,201825,25,28
18756,California,Humboldt,41,2018-07-01,Good,PM2.5,201826,26,41
18758,California,Humboldt,31,2018-07-03,Good,PM10,201827,27,31
18766,California,Humboldt,55,2018-07-11,Moderate,NO2,201828,28,55
18775,California,Humboldt,42,2018-07-20,Good,PM10,201829,29,42
18783,California,Humboldt,51,2018-07-28,Moderate,PM2.5,201830,30,51
18786,California,Humboldt,45,2018-07-31,Good,PM2.5,201831,31,45
18792,California,Humboldt,80,2018-08-06,Moderate,PM2.5,201832,32,80
18805,California,Humboldt,163,2018-08-19,Unhealthy,PM2.5,201833,33,163
18806,California,Humboldt,120,2018-08-20,Unhealthy for Sensitive Groups,PM2.5,201834,34,120
18814,California,Humboldt,104,2018-08-28,Unhealthy for Sensitive Groups,PM2.5,201835,35,104
18822,California,Humboldt,76,2018-09-05,Moderate,PM2.5,201836,36,76
18830,California,Humboldt,30,2018-09-13,Good,Ozone,201837,37,30
18840,California,Humboldt,44,2018-09-23,Good,PM2.5,201838,38,44
18844,California,Humboldt,37,2018-09-27,Good,PM2.5,201839,39,37
18851,California,Humboldt,36,2018-10-04,Good,Ozone,201840,40,36
18861,California,Humboldt,36,2018-10-14,Good,Ozone,201841,41,36
18864,California,Humboldt,74,2018-10-17,Moderate,PM2.5,201842,42,74
18875,California,Humboldt,35,2018-10-28,Good,Ozone,201843,43,35
18876,California,Humboldt,33,2018-10-29,Good,Ozone,201844,44,33
18882,California,Humboldt,33,2018-11-04,Good,Ozone,201844,44,33
18888,California,Humboldt,60,2018-11-10,Moderate,PM2.5,201845,45,60
18892,California,Humboldt,132,2018-11-14,Unhealthy for Sensitive Groups,PM2.5,201846,46,132
18897,California,Humboldt,111,2018-11-19,Unhealthy for Sensitive Groups,PM2.5,201847,47,111
18909,California,Humboldt,38,2018-12-01,Good,Ozone,201848,48,38
18912,California,Humboldt,55,2018-12-04,Moderate,PM2.5,201849,49,55
18921,California,Humboldt,57,2018-12-13,Moderate,PM2.5,201850,50,57
18927,California,Humboldt,55,2018-12-19,Moderate,PM2.5,201851,51,55
18933,California,Humboldt,48,2018-12-25,Good,PM2.5,201852,52,48
18940,California,Imperial,169,2018-01-01,Unhealthy,PM2.5,201801,1,169
18947,California,Imperial,113,2018-01-08,Unhealthy for Sensitive Groups,PM2.5,201802,2,113
18959,California,Imperial,136,2018-01-20,Unhealthy for Sensitive Groups,PM10,201803,3,136
18964,California,Imperial,69,2018-01-25,Moderate,PM10,201804,4,69
18972,California,Imperial,110,2018-02-02,Unhealthy for Sensitive Groups,PM2.5,201805,5,110
18981,California,Imperial,109,2018-02-11,Unhealthy for Sensitive Groups,PM10,201806,6,109
18982,California,Imperial,83,2018-02-12,Moderate,PM10,201807,7,83
18989,California,Imperial,138,2018-02-19,Unhealthy for Sensitive Groups,PM10,201808,8,138
18996,California,Imperial,67,2018-02-26,Moderate,PM2.5,201809,9,67
19007,California,Imperial,56,2018-03-09,Moderate,PM10,201810,10,56
19012,California,Imperial,81,2018-03-14,Moderate,PM10,201811,11,81
19019,California,Imperial,67,2018-03-21,Moderate,PM2.5,201812,12,67
19028,California,Imperial,64,2018-03-30,Moderate,Ozone,201813,13,64
19033,California,Imperial,112,2018-04-04,Unhealthy for Sensitive Groups,Ozone,201814,14,112
19040,California,Imperial,119,2018-04-11,Unhealthy for Sensitive Groups,PM10,201815,15,119
19045,California,Imperial,276,2018-04-16,Very Unhealthy,PM10,201816,16,276
19058,California,Imperial,178,2018-04-29,Unhealthy,PM10,201817,17,178
19059,California,Imperial,158,2018-04-30,Unhealthy,PM10,201818,18,158
19070,California,Imperial,286,2018-05-11,Very Unhealthy,PM10,201819,19,286
19073,California,Imperial,115,2018-05-14,Unhealthy for Sensitive Groups,Ozone,201820,20,115
19084,California,Imperial,103,2018-05-25,Unhealthy for Sensitive Groups,PM10,201821,21,103
19093,California,Imperial,119,2018-06-03,Unhealthy for Sensitive Groups,Ozone,201822,22,119
19098,California,Imperial,115,2018-06-08,Unhealthy for Sensitive Groups,Ozone,201823,23,115
19107,California,Imperial,107,2018-06-17,Unhealthy for Sensitive Groups,PM10,201824,24,107
19109,California,Imperial,147,2018-06-19,Unhealthy for Sensitive Groups,Ozone,201825,25,147
19117,California,Imperial,119,2018-06-27,Unhealthy for Sensitive Groups,Ozone,201826,26,119
19122,California,Imperial,115,2018-07-02,Unhealthy for Sensitive Groups,Ozone,201827,27,115
19129,California,Imperial,177,2018-07-09,Unhealthy,PM10,201828,28,177
19141,California,Imperial,66,2018-07-21,Moderate,PM10,201829,29,66
19145,California,Imperial,87,2018-07-25,Moderate,Ozone,201830,30,87
19154,California,Imperial,93,2018-08-03,Moderate,Ozone,201831,31,93
19155,California,Imperial,93,2018-08-04,Moderate,Ozone,201831,31,93
19158,California,Imperial,87,2018-08-07,Moderate,PM10,201832,32,87
19164,California,Imperial,77,2018-08-13,Moderate,PM10,201833,33,77
19171,California,Imperial,104,2018-08-20,Unhealthy for Sensitive Groups,PM10,201834,34,104
19181,California,Imperial,74,2018-08-30,Moderate,Ozone,201835,35,74
19190,California,Imperial,64,2018-09-08,Moderate,Ozone,201836,36,64
19194,California,Imperial,65,2018-09-12,Moderate,PM10,201837,37,65
19201,California,Imperial,87,2018-09-19,Moderate,PM10,201838,38,87
19207,California,Imperial,94,2018-09-25,Moderate,PM10,201839,39,94
19218,California,Imperial,114,2018-10-06,Unhealthy for Sensitive Groups,PM10,201840,40,114
19221,California,Imperial,51,2018-10-09,Moderate,Ozone,201841,41,51
19227,California,Imperial,53,2018-10-15,Moderate,PM10,201842,42,53
19237,California,Imperial,71,2018-10-25,Moderate,Ozone,201843,43,71
19246,California,Imperial,85,2018-11-03,Moderate,PM2.5,201844,44,85
19254,California,Imperial,85,2018-11-11,Moderate,PM2.5,201845,45,85
19260,California,Imperial,130,2018-11-17,Unhealthy for Sensitive Groups,PM2.5,201846,46,130
19264,California,Imperial,100,2018-11-21,Moderate,PM2.5,201847,47,100
19272,California,Imperial,189,2018-11-29,Unhealthy,PM10,201848,48,189
19278,California,Imperial,53,2018-12-05,Moderate,PM2.5,201849,49,53
19285,California,Imperial,79,2018-12-12,Moderate,PM2.5,201850,50,79
19295,California,Imperial,133,2018-12-22,Unhealthy for Sensitive Groups,PM2.5,201851,51,133
19297,California,Imperial,85,2018-12-24,Moderate,PM2.5,201852,52,85
19317,California,Inyo,37,2018-01-13,Good,Ozone,201802,2,37
19323,California,Inyo,39,2018-01-19,Good,Ozone,201803,3,39
19324,California,Inyo,39,2018-01-20,Good,Ozone,201803,3,39
19329,California,Inyo,43,2018-01-25,Good,Ozone,201804,4,43
19338,California,Inyo,40,2018-02-03,Good,Ozone,201805,5,40
19345,California,Inyo,297,2018-02-10,Very Unhealthy,PM10,201806,6,297
19353,California,Inyo,111,2018-02-18,Unhealthy for Sensitive Groups,PM10,201807,7,111
19357,California,Inyo,46,2018-02-22,Good,Ozone,201808,8,46
19365,California,Inyo,166,2018-03-02,Unhealthy,PM10,201809,9,166
19368,California,Inyo,44,2018-03-05,Good,Ozone,201810,10,44
19369,California,Inyo,44,2018-03-06,Good,Ozone,201810,10,44
19379,California,Inyo,63,2018-03-16,Moderate,PM10,201811,11,63
19387,California,Inyo,51,2018-03-24,Moderate,Ozone,201812,12,51
19388,California,Inyo,51,2018-03-25,Moderate,Ozone,201812,12,51
19390,California,Inyo,105,2018-03-27,Unhealthy for Sensitive Groups,PM10,201813,13,105
19396,California,Inyo,61,2018-04-02,Moderate,Ozone,201814,14,61
19405,California,Inyo,121,2018-04-11,Unhealthy for Sensitive Groups,PM10,201815,15,121
19410,California,Inyo,165,2018-04-16,Unhealthy,PM10,201816,16,165
19420,California,Inyo,101,2018-04-26,Unhealthy for Sensitive Groups,Ozone,201817,17,101
19430,California,Inyo,112,2018-05-06,Unhealthy for Sensitive Groups,Ozone,201818,18,112
19435,California,Inyo,624,2018-05-11,Hazardous,PM10,201819,19,624
19441,California,Inyo,108,2018-05-17,Unhealthy for Sensitive Groups,Ozone,201820,20,108
19448,California,Inyo,87,2018-05-24,Moderate,Ozone,201821,21,87
19458,California,Inyo,74,2018-06-03,Moderate,Ozone,201822,22,74
19462,California,Inyo,101,2018-06-07,Unhealthy for Sensitive Groups,Ozone,201823,23,101
19463,California,Inyo,101,2018-06-08,Unhealthy for Sensitive Groups,Ozone,201823,23,101
19472,California,Inyo,80,2018-06-17,Moderate,Ozone,201824,24,80
19478,California,Inyo,122,2018-06-23,Unhealthy for Sensitive Groups,Ozone,201825,25,122
19482,California,Inyo,126,2018-06-27,Unhealthy for Sensitive Groups,Ozone,201826,26,126
19488,California,Inyo,101,2018-07-03,Unhealthy for Sensitive Groups,Ozone,201827,27,101
19498,California,Inyo,101,2018-07-13,Unhealthy for Sensitive Groups,Ozone,201828,28,101
19502,California,Inyo,115,2018-07-17,Unhealthy for Sensitive Groups,Ozone,201829,29,115
19513,California,Inyo,156,2018-07-28,Unhealthy,PM2.5,201830,30,156
19519,California,Inyo,297,2018-08-03,Very Unhealthy,PM2.5,201831,31,297
19522,California,Inyo,170,2018-08-06,Unhealthy,PM2.5,201832,32,170
19529,California,Inyo,87,2018-08-13,Moderate,Ozone,201833,33,87
19536,California,Inyo,80,2018-08-20,Moderate,Ozone,201834,34,80
19542,California,Inyo,80,2018-08-26,Moderate,Ozone,201834,34,80
19543,California,Inyo,87,2018-08-27,Moderate,Ozone,201835,35,87
19555,California,Inyo,54,2018-09-08,Moderate,Ozone,201836,36,54
19558,California,Inyo,90,2018-09-11,Moderate,Ozone,201837,37,90
19567,California,Inyo,80,2018-09-20,Moderate,Ozone,201838,38,80
19576,California,Inyo,77,2018-09-29,Moderate,PM10,201839,39,77
19584,California,Inyo,57,2018-10-07,Moderate,PM2.5,201840,40,57
19587,California,Inyo,51,2018-10-10,Moderate,Ozone,201841,41,51
19592,California,Inyo,44,2018-10-15,Good,Ozone,201842,42,44
19600,California,Inyo,43,2018-10-23,Good,Ozone,201843,43,43
19606,California,Inyo,49,2018-10-29,Good,Ozone,201844,44,49
19607,California,Inyo,49,2018-10-30,Good,PM10,201844,44,49
19616,California,Inyo,61,2018-11-08,Moderate,PM10,201845,45,61
19626,California,Inyo,48,2018-11-18,Good,PM2.5,201846,46,48
19629,California,Inyo,51,2018-11-21,Moderate,PM10,201847,47,51
19637,California,Inyo,42,2018-11-29,Good,Ozone,201848,48,42
19641,California,Inyo,36,2018-12-03,Good,Ozone,201849,49,36
19642,California,Inyo,36,2018-12-04,Good,Ozone,201849,49,36
19650,California,Inyo,44,2018-12-12,Good,Ozone,201850,50,44
19655,California,Inyo,37,2018-12-17,Good,Ozone,201851,51,37
19666,California,Inyo,66,2018-12-28,Moderate,PM10,201852,52,66
19669,California,Inyo,95,2018-12-31,Moderate,PM10,201801,1,95
19671,California,Kern,174,2018-01-02,Unhealthy,PM2.5,201801,1,174
19683,California,Kern,92,2018-01-14,Moderate,PM2.5,201802,2,92
19684,California,Kern,107,2018-01-15,Unhealthy for Sensitive Groups,PM2.5,201803,3,107
19697,California,Kern,98,2018-01-28,Moderate,PM2.5,201804,4,98
19703,California,Kern,155,2018-02-03,Unhealthy,PM2.5,201805,5,155
19705,California,Kern,147,2018-02-05,Unhealthy for Sensitive Groups,PM2.5,201806,6,147
19717,California,Kern,71,2018-02-17,Moderate,PM2.5,201807,7,71
19725,California,Kern,56,2018-02-25,Moderate,PM2.5,201808,8,56
19728,California,Kern,53,2018-02-28,Moderate,PM2.5,201809,9,53
19735,California,Kern,85,2018-03-07,Moderate,PM2.5,201810,10,85
19740,California,Kern,58,2018-03-12,Moderate,PM2.5,201811,11,58
19749,California,Kern,65,2018-03-21,Moderate,PM2.5,201812,12,65
19758,California,Kern,108,2018-03-30,Unhealthy for Sensitive Groups,Ozone,201813,13,108
19763,California,Kern,84,2018-04-04,Moderate,Ozone,201814,14,84
19764,California,Kern,84,2018-04-05,Moderate,Ozone,201814,14,84
19769,California,Kern,90,2018-04-10,Moderate,Ozone,201815,15,90
19777,California,Kern,90,2018-04-18,Moderate,Ozone,201816,16,90
19781,California,Kern,90,2018-04-22,Moderate,Ozone,201816,16,90
19784,California,Kern,119,2018-04-25,Unhealthy for Sensitive Groups,Ozone,201817,17,119
19785,California,Kern,119,2018-04-26,Unhealthy for Sensitive Groups,Ozone,201817,17,119
19794,California,Kern,112,2018-05-05,Unhealthy for Sensitive Groups,Ozone,201818,18,112
19797,California,Kern,112,2018-05-08,Unhealthy for Sensitive Groups,Ozone,201819,19,112
19804,California,Kern,74,2018-05-15,Moderate,Ozone,201820,20,74
19807,California,Kern,74,2018-05-18,Moderate,Ozone,201820,20,74
19813,California,Kern,84,2018-05-24,Moderate,Ozone,201821,21,84
19818,California,Kern,133,2018-05-29,Unhealthy for Sensitive Groups,Ozone,201822,22,133
19822,California,Kern,133,2018-06-02,Unhealthy for Sensitive Groups,Ozone,201822,22,133
19828,California,Kern,105,2018-06-08,Unhealthy for Sensitive Groups,Ozone,201823,23,105
19832,California,Kern,143,2018-06-12,Unhealthy for Sensitive Groups,Ozone,201824,24,143
19840,California,Kern,143,2018-06-20,Unhealthy for Sensitive Groups,Ozone,201825,25,143
19847,California,Kern,136,2018-06-27,Unhealthy for Sensitive Groups,Ozone,201826,26,136
19856,California,Kern,126,2018-07-06,Unhealthy for Sensitive Groups,Ozone,201827,27,126
19861,California,Kern,140,2018-07-11,Unhealthy for Sensitive Groups,Ozone,201828,28,140
19869,California,Kern,133,2018-07-19,Unhealthy for Sensitive Groups,Ozone,201829,29,133
19879,California,Kern,164,2018-07-29,Unhealthy,Ozone,201830,30,164
19881,California,Kern,190,2018-07-31,Unhealthy,Ozone,201831,31,190
19889,California,Kern,190,2018-08-08,Unhealthy,Ozone,201832,32,190
19897,California,Kern,156,2018-08-16,Unhealthy,Ozone,201833,33,156
19906,California,Kern,151,2018-08-25,Unhealthy,Ozone,201834,34,151
19913,California,Kern,112,2018-09-01,Unhealthy for Sensitive Groups,Ozone,201835,35,112
19914,California,Kern,112,2018-09-02,Unhealthy for Sensitive Groups,Ozone,201835,35,112
19916,California,Kern,147,2018-09-04,Unhealthy for Sensitive Groups,Ozone,201836,36,147
19923,California,Kern,129,2018-09-11,Unhealthy for Sensitive Groups,Ozone,201837,37,129
19934,California,Kern,159,2018-09-22,Unhealthy,Ozone,201838,38,159
19938,California,Kern,159,2018-09-26,Unhealthy,Ozone,201839,39,159
19943,California,Kern,108,2018-10-01,Unhealthy for Sensitive Groups,Ozone,201840,40,108
19956,California,Kern,74,2018-10-14,Moderate,Ozone,201841,41,74
19963,California,Kern,108,2018-10-21,Unhealthy for Sensitive Groups,Ozone,201842,42,108
19969,California,Kern,129,2018-10-27,Unhealthy for Sensitive Groups,Ozone,201843,43,129
19975,California,Kern,71,2018-11-02,Moderate,PM10,201844,44,71
19976,California,Kern,71,2018-11-03,Moderate,Ozone,201844,44,71
19984,California,Kern,113,2018-11-11,Unhealthy for Sensitive Groups,PM2.5,201845,45,113
19991,California,Kern,158,2018-11-18,Unhealthy,PM2.5,201846,46,158
19992,California,Kern,172,2018-11-19,Unhealthy,PM2.5,201847,47,172
20000,California,Kern,116,2018-11-27,Unhealthy for Sensitive Groups,PM2.5,201848,48,116
20012,California,Kern,97,2018-12-09,Moderate,PM2.5,201849,49,97
20016,California,Kern,111,2018-12-13,Unhealthy for Sensitive Groups,PM2.5,201850,50,111
20025,California,Kern,145,2018-12-22,Unhealthy for Sensitive Groups,PM2.5,201851,51,145
20027,California,Kern,129,2018-12-24,Unhealthy for Sensitive Groups,PM2.5,201852,52,129
20037,California,Kings,175,2018-01-03,Unhealthy,PM2.5,201801,1,175
20048,California,Kings,80,2018-01-14,Moderate,PM2.5,201802,2,80
20051,California,Kings,108,2018-01-17,Unhealthy for Sensitive Groups,PM2.5,201803,3,108
20062,California,Kings,91,2018-01-28,Moderate,PM2.5,201804,4,91
20069,California,Kings,157,2018-02-04,Unhealthy,PM2.5,201805,5,157
20070,California,Kings,114,2018-02-05,Unhealthy for Sensitive Groups,PM2.5,201806,6,114
20082,California,Kings,72,2018-02-17,Moderate,PM2.5,201807,7,72
20091,California,Kings,54,2018-02-26,Moderate,PM2.5,201809,9,54
20100,California,Kings,71,2018-03-07,Moderate,PM2.5,201810,10,71
20105,California,Kings,55,2018-03-12,Moderate,PM2.5,201811,11,55
20113,California,Kings,60,2018-03-20,Moderate,PM2.5,201812,12,60
20123,California,Kings,77,2018-03-30,Moderate,Ozone,201813,13,77
20128,California,Kings,64,2018-04-04,Moderate,Ozone,201814,14,64
20134,California,Kings,74,2018-04-10,Moderate,Ozone,201815,15,74
20145,California,Kings,64,2018-04-21,Moderate,Ozone,201816,16,64
20146,California,Kings,64,2018-04-22,Moderate,Ozone,201816,16,64
20148,California,Kings,93,2018-04-24,Moderate,Ozone,201817,17,93
20158,California,Kings,80,2018-05-04,Moderate,Ozone,201818,18,80
20165,California,Kings,82,2018-05-11,Moderate,PM10,201819,19,82
20178,California,Kings,95,2018-05-24,Moderate,PM10,201821,21,95
20188,California,Kings,133,2018-06-03,Unhealthy for Sensitive Groups,Ozone,201822,22,133
20190,California,Kings,87,2018-06-05,Moderate,Ozone,201823,23,87
20198,California,Kings,100,2018-06-13,Moderate,Ozone,201824,24,100
20207,California,Kings,101,2018-06-22,Unhealthy for Sensitive Groups,Ozone,201825,25,101
20208,California,Kings,101,2018-06-23,Unhealthy for Sensitive Groups,Ozone,201825,25,101
20212,California,Kings,105,2018-06-27,Unhealthy for Sensitive Groups,Ozone,201826,26,105
20222,California,Kings,105,2018-07-07,Unhealthy for Sensitive Groups,Ozone,201827,27,105
20225,California,Kings,87,2018-07-10,Moderate,Ozone,201828,28,87
20234,California,Kings,112,2018-07-19,Unhealthy for Sensitive Groups,Ozone,201829,29,112
20243,California,Kings,119,2018-07-28,Unhealthy for Sensitive Groups,Ozone,201830,30,119
20250,California,Kings,140,2018-08-04,Unhealthy for Sensitive Groups,Ozone,201831,31,140
20255,California,Kings,147,2018-08-09,Unhealthy for Sensitive Groups,Ozone,201832,32,147
20265,California,Kings,97,2018-08-19,Moderate,Ozone,201833,33,97
20270,California,Kings,128,2018-08-24,Unhealthy for Sensitive Groups,PM2.5,201834,34,128
20279,California,Kings,108,2018-09-02,Unhealthy for Sensitive Groups,Ozone,201835,35,108
20284,California,Kings,129,2018-09-07,Unhealthy for Sensitive Groups,Ozone,201836,36,129
20287,California,Kings,90,2018-09-10,Moderate,Ozone,201837,37,90
20298,California,Kings,136,2018-09-21,Unhealthy for Sensitive Groups,Ozone,201838,38,136
20304,California,Kings,133,2018-09-27,Unhealthy for Sensitive Groups,Ozone,201839,39,133
20308,California,Kings,70,2018-10-01,Moderate,PM10,201840,40,70
20320,California,Kings,72,2018-10-13,Moderate,PM10,201841,41,72
20327,California,Kings,101,2018-10-20,Unhealthy for Sensitive Groups,Ozone,201842,42,101
20334,California,Kings,119,2018-10-27,Unhealthy for Sensitive Groups,Ozone,201843,43,119
20342,California,Kings,102,2018-11-04,Unhealthy for Sensitive Groups,PM2.5,201844,44,102
20349,California,Kings,135,2018-11-11,Unhealthy for Sensitive Groups,PM2.5,201845,45,135
20356,California,Kings,174,2018-11-18,Unhealthy,PM2.5,201846,46,174
20357,California,Kings,180,2018-11-19,Unhealthy,PM2.5,201847,47,180
20366,California,Kings,103,2018-11-28,Unhealthy for Sensitive Groups,PM2.5,201848,48,103
20372,California,Kings,76,2018-12-04,Moderate,PM2.5,201849,49,76
20381,California,Kings,109,2018-12-13,Unhealthy for Sensitive Groups,PM2.5,201850,50,109
20389,California,Kings,93,2018-12-21,Moderate,PM2.5,201851,51,93
20398,California,Kings,89,2018-12-30,Moderate,PM2.5,201852,52,89
20611,California,Lake,159,2018-08-08,Unhealthy,PM2.5,201832,32,159
20705,California,Lake,208,2018-11-10,Very Unhealthy,PM2.5,201845,45,208
20711,California,Lake,111,2018-11-16,Unhealthy for Sensitive Groups,PM2.5,201846,46,111
20757,California,Los Angeles,180,2018-01-01,Unhealthy,PM2.5,201801,1,180
20768,California,Los Angeles,112,2018-01-12,Unhealthy for Sensitive Groups,PM2.5,201802,2,112
20772,California,Los Angeles,92,2018-01-16,Moderate,PM2.5,201803,3,92
20773,California,Los Angeles,92,2018-01-17,Moderate,PM2.5,201803,3,92
20784,California,Los Angeles,68,2018-01-28,Moderate,PM2.5,201804,4,68
20790,California,Los Angeles,109,2018-02-03,Unhealthy for Sensitive Groups,PM2.5,201805,5,109
20793,California,Los Angeles,109,2018-02-06,Unhealthy for Sensitive Groups,PM2.5,201806,6,109
20803,California,Los Angeles,58,2018-02-16,Moderate,NO2,201807,7,58
20806,California,Los Angeles,65,2018-02-19,Moderate,PM10,201808,8,65
20815,California,Los Angeles,59,2018-02-28,Moderate,PM2.5,201809,9,59
20816,California,Los Angeles,59,2018-03-01,Moderate,PM2.5,201809,9,59
20825,California,Los Angeles,76,2018-03-10,Moderate,PM2.5,201810,10,76
20827,California,Los Angeles,62,2018-03-12,Moderate,PM2.5,201811,11,62
20836,California,Los Angeles,60,2018-03-21,Moderate,PM2.5,201812,12,60
20845,California,Los Angeles,105,2018-03-30,Unhealthy for Sensitive Groups,Ozone,201813,13,105
20851,California,Los Angeles,101,2018-04-05,Unhealthy for Sensitive Groups,PM2.5,201814,14,101
20860,California,Los Angeles,112,2018-04-14,Unhealthy for Sensitive Groups,Ozone,201815,15,112
20868,California,Los Angeles,105,2018-04-22,Unhealthy for Sensitive Groups,Ozone,201816,16,105
20871,California,Los Angeles,112,2018-04-25,Unhealthy for Sensitive Groups,Ozone,201817,17,112
20881,California,Los Angeles,133,2018-05-05,Unhealthy for Sensitive Groups,Ozone,201818,18,133
20884,California,Los Angeles,164,2018-05-08,Unhealthy,Ozone,201819,19,164
20891,California,Los Angeles,77,2018-05-15,Moderate,Ozone,201820,20,77
20903,California,Los Angeles,68,2018-05-27,Moderate,PM2.5,201821,21,68
20909,California,Los Angeles,136,2018-06-02,Unhealthy for Sensitive Groups,Ozone,201822,22,136
20915,California,Los Angeles,140,2018-06-08,Unhealthy for Sensitive Groups,Ozone,201823,23,140
20918,California,Los Angeles,140,2018-06-11,Unhealthy for Sensitive Groups,Ozone,201824,24,140
20929,California,Los Angeles,185,2018-06-22,Unhealthy,Ozone,201825,25,185
20932,California,Los Angeles,126,2018-06-25,Unhealthy for Sensitive Groups,Ozone,201826,26,126
20933,California,Los Angeles,126,2018-06-26,Unhealthy for Sensitive Groups,Ozone,201826,26,126
20944,California,Los Angeles,185,2018-07-07,Unhealthy,Ozone,201827,27,185
20946,California,Los Angeles,108,2018-07-09,Unhealthy for Sensitive Groups,Ozone,201828,28,108
20947,California,Los Angeles,108,2018-07-10,Unhealthy for Sensitive Groups,Ozone,201828,28,108
20954,California,Los Angeles,129,2018-07-17,Unhealthy for Sensitive Groups,Ozone,201829,29,129
20961,California,Los Angeles,195,2018-07-24,Unhealthy,Ozone,201830,30,195
20972,California,Los Angeles,154,2018-08-04,Unhealthy,Ozone,201831,31,154
20975,California,Los Angeles,201,2018-08-07,Very Unhealthy,Ozone,201832,32,201
20987,California,Los Angeles,136,2018-08-19,Unhealthy for Sensitive Groups,Ozone,201833,33,136
20993,California,Los Angeles,147,2018-08-25,Unhealthy for Sensitive Groups,Ozone,201834,34,147
20999,California,Los Angeles,164,2018-08-31,Unhealthy,Ozone,201835,35,164
21007,California,Los Angeles,192,2018-09-08,Unhealthy,Ozone,201836,36,192
21009,California,Los Angeles,126,2018-09-10,Unhealthy for Sensitive Groups,Ozone,201837,37,126
21018,California,Los Angeles,133,2018-09-19,Unhealthy for Sensitive Groups,Ozone,201838,38,133
21026,California,Los Angeles,150,2018-09-27,Unhealthy for Sensitive Groups,Ozone,201839,39,150
21030,California,Los Angeles,68,2018-10-01,Moderate,PM2.5,201840,40,68
21043,California,Los Angeles,54,2018-10-14,Moderate,PM2.5,201841,41,54
21050,California,Los Angeles,90,2018-10-21,Moderate,Ozone,201842,42,90
21057,California,Los Angeles,129,2018-10-28,Unhealthy for Sensitive Groups,Ozone,201843,43,129
21058,California,Los Angeles,133,2018-10-29,Unhealthy for Sensitive Groups,Ozone,201844,44,133
21071,California,Los Angeles,122,2018-11-11,Unhealthy for Sensitive Groups,PM2.5,201845,45,122
21078,California,Los Angeles,112,2018-11-18,Unhealthy for Sensitive Groups,PM2.5,201846,46,112
21079,California,Los Angeles,130,2018-11-19,Unhealthy for Sensitive Groups,PM2.5,201847,47,130
21087,California,Los Angeles,62,2018-11-27,Moderate,NO2,201848,48,62
21099,California,Los Angeles,62,2018-12-09,Moderate,PM2.5,201849,49,62
21105,California,Los Angeles,134,2018-12-15,Unhealthy for Sensitive Groups,PM2.5,201850,50,134
21113,California,Los Angeles,121,2018-12-23,Unhealthy for Sensitive Groups,PM2.5,201851,51,121
21114,California,Los Angeles,130,2018-12-24,Unhealthy for Sensitive Groups,PM2.5,201852,52,130
21124,California,Madera,165,2018-01-03,Unhealthy,PM2.5,201801,1,165
21135,California,Madera,109,2018-01-14,Unhealthy for Sensitive Groups,PM2.5,201802,2,109
21139,California,Madera,82,2018-01-18,Moderate,PM2.5,201803,3,82
21145,California,Madera,66,2018-01-24,Moderate,PM2.5,201804,4,66
21154,California,Madera,125,2018-02-02,Unhealthy for Sensitive Groups,PM2.5,201805,5,125
21159,California,Madera,90,2018-02-07,Moderate,PM2.5,201806,6,90
21169,California,Madera,61,2018-02-17,Moderate,PM2.5,201807,7,61
21173,California,Madera,45,2018-02-21,Good,PM2.5,201808,8,45
21180,California,Madera,50,2018-02-28,Good,PM2.5,201809,9,50
21190,California,Madera,48,2018-03-10,Good,PM2.5,201810,10,48
21195,California,Madera,40,2018-03-15,Good,Ozone,201811,11,40
21204,California,Madera,42,2018-03-24,Good,Ozone,201812,12,42
21205,California,Madera,42,2018-03-25,Good,Ozone,201812,12,42
21210,California,Madera,77,2018-03-30,Moderate,Ozone,201813,13,77
21215,California,Madera,54,2018-04-04,Moderate,Ozone,201814,14,54
