,State Name,county Name,AQI,Date,Category,Defining Parameter,date_code,Week,max_aqi
17099,California,Del Norte,43,2017-02-13,Good,PM2.5,201707,7,43
17106,California,Del Norte,27,2017-02-20,Good,PM2.5,201708,8,27
17116,California,Del Norte,20,2017-03-02,Good,PM2.5,201709,9,20
17124,California,Del Norte,33,2017-03-10,Good,PM2.5,201710,10,33
17133,California,Del Norte,39,2017-03-19,Good,PM2.5,201711,11,39
17138,California,Del Norte,22,2017-03-24,Good,PM2.5,201712,12,22
17147,California,Del Norte,33,2017-04-02,Good,PM2.5,201713,13,33
17148,California,Del Norte,35,2017-04-03,Good,PM2.5,201714,14,35
17154,California,Del Norte,23,2017-04-10,Good,PM2.5,201715,15,23
17164,California,Del Norte,28,2017-04-20,Good,PM2.5,201716,16,28
17167,California,Del Norte,18,2017-04-28,Good,PM2.5,201717,17,18
17170,California,Del Norte,29,2017-05-07,Good,PM2.5,201718,18,29
17171,California,Del Norte,14,2017-05-10,Good,PM2.5,201719,19,14
17177,California,Del Norte,15,2017-05-20,Good,PM2.5,201720,20,15
17182,California,Del Norte,43,2017-05-25,Good,PM2.5,201721,21,43
17191,California,Del Norte,13,2017-06-03,Good,PM2.5,201722,22,13
17192,California,Del Norte,13,2017-06-04,Good,PM2.5,201722,22,13
17193,California,Del Norte,19,2017-06-06,Good,PM2.5,201723,23,19
17197,California,Del Norte,20,2017-06-18,Good,PM2.5,201724,24,20
17199,California,Del Norte,40,2017-06-21,Good,PM2.5,201725,25,40
17207,California,Del Norte,16,2017-06-29,Good,PM2.5,201726,26,16
17211,California,Del Norte,20,2017-07-03,Good,PM2.5,201727,27,20
17219,California,Del Norte,17,2017-07-11,Good,PM2.5,201728,28,17
17225,California,Del Norte,18,2017-07-17,Good,PM2.5,201729,29,18
17232,California,Del Norte,41,2017-07-24,Good,PM2.5,201730,30,41
17237,California,Del Norte,41,2017-07-30,Good,PM2.5,201730,30,41
17244,California,Del Norte,22,2017-08-06,Good,PM2.5,201731,31,22
17248,California,Del Norte,31,2017-08-10,Good,PM2.5,201732,32,31
17258,California,Del Norte,85,2017-08-20,Moderate,PM2.5,201733,33,85
17260,California,Del Norte,76,2017-08-22,Moderate,PM2.5,201734,34,76
17270,California,Del Norte,226,2017-09-01,Very Unhealthy,PM2.5,201735,35,226
17271,California,Del Norte,187,2017-09-04,Unhealthy,PM2.5,201736,36,187
17275,California,Del Norte,56,2017-09-16,Moderate,PM2.5,201737,37,56
17276,California,Del Norte,26,2017-09-19,Good,PM2.5,201738,38,26
17277,California,Del Norte,14,2017-09-28,Good,PM2.5,201739,39,14
17280,California,Del Norte,25,2017-10-07,Good,PM2.5,201740,40,25
17281,California,Del Norte,61,2017-10-10,Moderate,PM2.5,201741,41,61
17283,California,Del Norte,52,2017-10-16,Moderate,PM2.5,201742,42,52
17286,California,Del Norte,59,2017-10-25,Moderate,PM2.5,201743,43,59
17291,California,Del Norte,54,2017-10-30,Moderate,PM2.5,201744,44,54
17301,California,Del Norte,54,2017-11-09,Moderate,PM2.5,201745,45,54
17305,California,Del Norte,51,2017-11-13,Moderate,PM2.5,201746,46,51
17314,California,Del Norte,62,2017-11-22,Moderate,PM2.5,201747,47,62
17323,California,Del Norte,45,2017-12-01,Good,PM2.5,201748,48,45
17328,California,Del Norte,38,2017-12-06,Good,PM2.5,201749,49,38
17336,California,Del Norte,96,2017-12-14,Moderate,PM2.5,201750,50,96
17342,California,Del Norte,49,2017-12-20,Good,PM2.5,201751,51,49
17347,California,Del Norte,59,2017-12-25,Moderate,PM2.5,201752,52,59
17356,California,El Dorado,18,2017-01-06,Good,PM10,201701,1,18
17365,California,El Dorado,13,2017-01-15,Good,PM10,201702,2,13
17367,California,El Dorado,19,2017-01-17,Good,PM10,201703,3,19
17378,California,El Dorado,27,2017-01-28,Good,PM10,201704,4,27
17382,California,El Dorado,46,2017-02-01,Good,Ozone,201705,5,46
17387,California,El Dorado,48,2017-02-06,Good,Ozone,201706,6,48
17398,California,El Dorado,46,2017-02-17,Good,Ozone,201707,7,46
17406,California,El Dorado,45,2017-02-25,Good,Ozone,201708,8,45
17407,California,El Dorado,45,2017-02-26,Good,Ozone,201708,8,45
17411,California,El Dorado,47,2017-03-02,Good,Ozone,201709,9,47
17414,California,El Dorado,47,2017-03-05,Good,Ozone,201709,9,47
17415,California,El Dorado,44,2017-03-06,Good,Ozone,201710,10,44
17424,California,El Dorado,61,2017-03-15,Moderate,Ozone,201711,11,61
17426,California,El Dorado,61,2017-03-17,Moderate,Ozone,201711,11,61
17433,California,El Dorado,49,2017-03-24,Good,Ozone,201712,12,49
17441,California,El Dorado,48,2017-04-01,Good,Ozone,201713,13,48
17445,California,El Dorado,50,2017-04-05,Good,Ozone,201714,14,50
17451,California,El Dorado,48,2017-04-11,Good,Ozone,201715,15,48
17459,California,El Dorado,64,2017-04-19,Moderate,Ozone,201716,16,64
17467,California,El Dorado,64,2017-04-27,Moderate,Ozone,201717,17,64
17474,California,El Dorado,64,2017-05-04,Moderate,Ozone,201718,18,64
17479,California,El Dorado,101,2017-05-09,Unhealthy for Sensitive Groups,Ozone,201719,19,101
17489,California,El Dorado,77,2017-05-19,Moderate,Ozone,201720,20,77
17492,California,El Dorado,112,2017-05-22,Unhealthy for Sensitive Groups,Ozone,201721,21,112
17493,California,El Dorado,112,2017-05-23,Unhealthy for Sensitive Groups,Ozone,201721,21,112
17504,California,El Dorado,90,2017-06-03,Moderate,Ozone,201722,22,90
17505,California,El Dorado,90,2017-06-04,Moderate,Ozone,201722,22,90
17507,California,El Dorado,122,2017-06-06,Unhealthy for Sensitive Groups,Ozone,201723,23,122
17516,California,El Dorado,64,2017-06-15,Moderate,Ozone,201724,24,64
17521,California,El Dorado,147,2017-06-20,Unhealthy for Sensitive Groups,Ozone,201725,25,147
17531,California,El Dorado,97,2017-06-30,Moderate,Ozone,201726,26,97
17535,California,El Dorado,112,2017-07-04,Unhealthy for Sensitive Groups,Ozone,201727,27,112
17536,California,El Dorado,112,2017-07-05,Unhealthy for Sensitive Groups,Ozone,201727,27,112
17545,California,El Dorado,105,2017-07-14,Unhealthy for Sensitive Groups,Ozone,201728,28,105
17550,California,El Dorado,108,2017-07-19,Unhealthy for Sensitive Groups,Ozone,201729,29,108
17555,California,El Dorado,119,2017-07-24,Unhealthy for Sensitive Groups,Ozone,201730,30,119
17563,California,El Dorado,147,2017-08-01,Unhealthy for Sensitive Groups,Ozone,201731,31,147
17569,California,El Dorado,97,2017-08-07,Moderate,Ozone,201732,32,97
17573,California,El Dorado,97,2017-08-11,Moderate,Ozone,201732,32,97
17580,California,El Dorado,129,2017-08-18,Unhealthy for Sensitive Groups,Ozone,201733,33,129
17584,California,El Dorado,100,2017-08-22,Moderate,Ozone,201734,34,100
17585,California,El Dorado,100,2017-08-23,Moderate,Ozone,201734,34,100
17595,California,El Dorado,140,2017-09-02,Unhealthy for Sensitive Groups,Ozone,201735,35,140
17597,California,El Dorado,84,2017-09-04,Moderate,Ozone,201736,36,84
17603,California,El Dorado,84,2017-09-10,Moderate,Ozone,201736,36,84
17610,California,El Dorado,74,2017-09-17,Moderate,Ozone,201737,37,74
17613,California,El Dorado,45,2017-09-20,Good,Ozone,201738,38,45
17620,California,El Dorado,80,2017-09-27,Moderate,Ozone,201739,39,80
17630,California,El Dorado,90,2017-10-07,Moderate,Ozone,201740,40,90
17636,California,El Dorado,63,2017-10-13,Moderate,PM2.5,201741,41,63
17641,California,El Dorado,119,2017-10-18,Unhealthy for Sensitive Groups,Ozone,201742,42,119
17649,California,El Dorado,93,2017-10-26,Moderate,Ozone,201743,43,93
17655,California,El Dorado,43,2017-11-01,Good,Ozone,201744,44,43
17661,California,El Dorado,36,2017-11-07,Good,Ozone,201745,45,36
17670,California,El Dorado,34,2017-11-16,Good,Ozone,201746,46,34
17680,California,El Dorado,32,2017-11-26,Good,Ozone,201747,47,32
17681,California,El Dorado,34,2017-11-27,Good,Ozone,201748,48,34
17688,California,El Dorado,35,2017-12-04,Good,Ozone,201749,49,35
17689,California,El Dorado,35,2017-12-05,Good,Ozone,201749,49,35
17691,California,El Dorado,35,2017-12-07,Good,Ozone,201749,49,35
17700,California,El Dorado,40,2017-12-16,Good,Ozone,201750,50,40
17703,California,El Dorado,36,2017-12-19,Good,Ozone,201751,51,36
17713,California,El Dorado,38,2017-12-29,Good,Ozone,201752,52,38
17721,California,Fresno,73,2017-01-06,Moderate,PM2.5,201701,1,73
17729,California,Fresno,66,2017-01-14,Moderate,PM2.5,201702,2,66
17732,California,Fresno,96,2017-01-17,Moderate,PM2.5,201703,3,96
17743,California,Fresno,96,2017-01-28,Moderate,PM2.5,201704,4,96
17746,California,Fresno,112,2017-01-31,Unhealthy for Sensitive Groups,PM2.5,201705,5,112
17758,California,Fresno,58,2017-02-12,Moderate,PM2.5,201706,6,58
17761,California,Fresno,79,2017-02-15,Moderate,PM2.5,201707,7,79
17772,California,Fresno,73,2017-02-26,Moderate,PM2.5,201708,8,73
17777,California,Fresno,71,2017-03-03,Moderate,PM2.5,201709,9,71
17785,California,Fresno,72,2017-03-11,Moderate,PM2.5,201710,10,72
17788,California,Fresno,100,2017-03-14,Moderate,Ozone,201711,11,100
17795,California,Fresno,54,2017-03-21,Moderate,PM2.5,201712,12,54
17807,California,Fresno,67,2017-04-02,Moderate,Ozone,201713,13,67
17810,California,Fresno,97,2017-04-05,Moderate,Ozone,201714,14,97
17816,California,Fresno,71,2017-04-11,Moderate,Ozone,201715,15,71
17827,California,Fresno,97,2017-04-22,Moderate,Ozone,201716,16,97
17835,California,Fresno,93,2017-04-30,Moderate,Ozone,201717,17,93
17839,California,Fresno,136,2017-05-04,Unhealthy for Sensitive Groups,Ozone,201718,18,136
17844,California,Fresno,126,2017-05-09,Unhealthy for Sensitive Groups,Ozone,201719,19,126
17855,California,Fresno,115,2017-05-20,Unhealthy for Sensitive Groups,Ozone,201720,20,115
17858,California,Fresno,161,2017-05-23,Unhealthy,Ozone,201721,21,161
17869,California,Fresno,122,2017-06-03,Unhealthy for Sensitive Groups,Ozone,201722,22,122
17872,California,Fresno,136,2017-06-06,Unhealthy for Sensitive Groups,Ozone,201723,23,136
17882,California,Fresno,119,2017-06-16,Unhealthy for Sensitive Groups,Ozone,201724,24,119
17889,California,Fresno,185,2017-06-23,Unhealthy,Ozone,201725,25,185
17896,California,Fresno,108,2017-06-30,Unhealthy for Sensitive Groups,Ozone,201726,26,108
17903,California,Fresno,166,2017-07-07,Unhealthy,Ozone,201727,27,166
17911,California,Fresno,133,2017-07-15,Unhealthy for Sensitive Groups,Ozone,201728,28,133
17919,California,Fresno,154,2017-07-23,Unhealthy,Ozone,201729,29,154
17924,California,Fresno,126,2017-07-28,Unhealthy for Sensitive Groups,Ozone,201730,30,126
17928,California,Fresno,177,2017-08-01,Unhealthy,Ozone,201731,31,177
17935,California,Fresno,115,2017-08-08,Unhealthy for Sensitive Groups,Ozone,201732,32,115
17946,California,Fresno,122,2017-08-19,Unhealthy for Sensitive Groups,Ozone,201733,33,122
17953,California,Fresno,169,2017-08-26,Unhealthy,Ozone,201734,34,169
17955,California,Fresno,207,2017-08-28,Very Unhealthy,Ozone,201735,35,207
17967,California,Fresno,119,2017-09-09,Unhealthy for Sensitive Groups,Ozone,201736,36,119
17968,California,Fresno,119,2017-09-10,Unhealthy for Sensitive Groups,Ozone,201736,36,119
17970,California,Fresno,136,2017-09-12,Unhealthy for Sensitive Groups,Ozone,201737,37,136
17976,California,Fresno,61,2017-09-18,Moderate,Ozone,201738,38,61
17985,California,Fresno,101,2017-09-27,Unhealthy for Sensitive Groups,Ozone,201739,39,101
17995,California,Fresno,119,2017-10-07,Unhealthy for Sensitive Groups,Ozone,201740,40,119
17999,California,Fresno,125,2017-10-11,Unhealthy for Sensitive Groups,PM2.5,201741,41,125
18006,California,Fresno,115,2017-10-18,Unhealthy for Sensitive Groups,Ozone,201742,42,115
18012,California,Fresno,126,2017-10-24,Unhealthy for Sensitive Groups,Ozone,201743,43,126
18021,California,Fresno,88,2017-11-02,Moderate,PM2.5,201744,44,88
18031,California,Fresno,71,2017-11-12,Moderate,PM2.5,201745,45,71
18038,California,Fresno,96,2017-11-19,Moderate,PM2.5,201746,46,96
18043,California,Fresno,147,2017-11-24,Unhealthy for Sensitive Groups,PM2.5,201747,47,147
18051,California,Fresno,158,2017-12-02,Unhealthy,PM2.5,201748,48,158
18059,California,Fresno,156,2017-12-10,Unhealthy,PM2.5,201749,49,156
18064,California,Fresno,160,2017-12-15,Unhealthy,PM2.5,201750,50,160
18073,California,Fresno,161,2017-12-24,Unhealthy,PM2.5,201751,51,161
18079,California,Fresno,168,2017-12-30,Unhealthy,PM2.5,201752,52,168
18081,California,Glenn,49,2017-01-01,Good,PM2.5,201752,52,49
18088,California,Glenn,37,2017-01-08,Good,Ozone,201701,1,37
18095,California,Glenn,62,2017-01-15,Moderate,PM2.5,201702,2,62
18098,California,Glenn,76,2017-01-18,Moderate,PM2.5,201703,3,76
18105,California,Glenn,53,2017-01-25,Moderate,PM2.5,201704,4,53
18112,California,Glenn,54,2017-02-01,Moderate,PM2.5,201705,5,54
18117,California,Glenn,38,2017-02-06,Good,Ozone,201706,6,38
18126,California,Glenn,68,2017-02-15,Moderate,PM2.5,201707,7,68
18131,California,Glenn,44,2017-02-20,Good,Ozone,201708,8,44
18132,California,Glenn,44,2017-02-21,Good,Ozone,201708,8,44
18142,California,Glenn,48,2017-03-03,Good,PM2.5,201709,9,48
18146,California,Glenn,44,2017-03-07,Good,PM2.5,201710,10,44
18154,California,Glenn,54,2017-03-15,Moderate,PM2.5,201711,11,54
18158,California,Glenn,54,2017-03-19,Moderate,PM2.5,201711,11,54
18164,California,Glenn,48,2017-03-25,Good,PM2.5,201712,12,48
18169,California,Glenn,58,2017-03-30,Moderate,PM2.5,201713,13,58
18174,California,Glenn,62,2017-04-04,Moderate,PM2.5,201714,14,62
18181,California,Glenn,48,2017-04-11,Good,PM2.5,201715,15,48
18189,California,Glenn,45,2017-04-19,Good,Ozone,201716,16,45
18198,California,Glenn,47,2017-04-28,Good,Ozone,201717,17,47
18199,California,Glenn,47,2017-04-29,Good,Ozone,201717,17,47
18205,California,Glenn,55,2017-05-05,Moderate,PM2.5,201718,18,55
18210,California,Glenn,116,2017-05-10,Unhealthy for Sensitive Groups,PM2.5,201719,19,116
18216,California,Glenn,35,2017-05-16,Good,PM10,201720,20,35
18223,California,Glenn,84,2017-05-23,Moderate,Ozone,201721,21,84
18229,California,Glenn,58,2017-05-29,Moderate,Ozone,201722,22,58
18237,California,Glenn,74,2017-06-06,Moderate,Ozone,201723,23,74
18245,California,Glenn,44,2017-06-14,Good,Ozone,201724,24,44
18254,California,Glenn,49,2017-06-23,Good,Ozone,201725,25,49
18261,California,Glenn,47,2017-06-30,Good,Ozone,201726,26,47
18270,California,Glenn,50,2017-07-09,Good,Ozone,201727,27,50
18271,California,Glenn,47,2017-07-10,Good,Ozone,201728,28,47
18274,California,Glenn,47,2017-07-13,Good,Ozone,201728,28,47
18281,California,Glenn,54,2017-07-20,Moderate,PM2.5,201729,29,54
18289,California,Glenn,51,2017-07-28,Moderate,Ozone,201730,30,51
18294,California,Glenn,58,2017-08-02,Moderate,Ozone,201731,31,58
18303,California,Glenn,50,2017-08-11,Good,Ozone,201732,32,50
18311,California,Glenn,58,2017-08-19,Moderate,Ozone,201733,33,58
18316,California,Glenn,60,2017-08-24,Moderate,PM2.5,201734,34,60
18323,California,Glenn,150,2017-08-31,Unhealthy for Sensitive Groups,PM2.5,201735,35,150
18327,California,Glenn,92,2017-09-04,Moderate,PM2.5,201736,36,92
18334,California,Glenn,87,2017-09-11,Moderate,Ozone,201737,37,87
18342,California,Glenn,63,2017-09-19,Moderate,PM2.5,201738,38,63
18354,California,Glenn,77,2017-10-01,Moderate,PM10,201739,39,77
18361,California,Glenn,113,2017-10-08,Unhealthy for Sensitive Groups,PM10,201740,40,113
18363,California,Glenn,115,2017-10-10,Unhealthy for Sensitive Groups,PM2.5,201741,41,115
18371,California,Glenn,94,2017-10-18,Moderate,PM10,201742,42,94
18379,California,Glenn,44,2017-10-26,Good,Ozone,201743,43,44
18380,California,Glenn,44,2017-10-27,Good,PM10,201743,43,44
18382,California,Glenn,44,2017-10-29,Good,Ozone,201743,43,44
18385,California,Glenn,56,2017-11-01,Moderate,PM10,201744,44,56
18391,California,Glenn,34,2017-11-07,Good,PM10,201745,45,34
18393,California,Glenn,34,2017-11-09,Good,Ozone,201745,45,34
18400,California,Glenn,33,2017-11-16,Good,Ozone,201746,46,33
18401,California,Glenn,33,2017-11-17,Good,Ozone,201746,46,33
18410,California,Glenn,34,2017-11-26,Good,Ozone,201747,47,34
18416,California,Glenn,61,2017-12-02,Moderate,PM2.5,201748,48,61
18422,California,Glenn,48,2017-12-08,Good,PM2.5,201749,49,48
18428,California,Glenn,62,2017-12-14,Moderate,PM2.5,201750,50,62
18432,California,Glenn,70,2017-12-18,Moderate,PM2.5,201751,51,70
18446,California,Humboldt,37,2017-01-01,Good,Ozone,201752,52,37
18449,California,Humboldt,52,2017-01-04,Moderate,PM2.5,201701,1,52
18458,California,Humboldt,52,2017-01-13,Moderate,PM2.5,201702,2,52
18461,California,Humboldt,64,2017-01-16,Moderate,PM2.5,201703,3,64
18473,California,Humboldt,70,2017-01-28,Moderate,PM2.5,201704,4,70
18476,California,Humboldt,66,2017-01-31,Moderate,PM2.5,201705,5,66
18482,California,Humboldt,43,2017-02-06,Good,Ozone,201706,6,43
18494,California,Humboldt,43,2017-02-18,Good,Ozone,201707,7,43
18496,California,Humboldt,45,2017-02-20,Good,Ozone,201708,8,45
18508,California,Humboldt,44,2017-03-04,Good,Ozone,201709,9,44
18509,California,Humboldt,44,2017-03-05,Good,Ozone,201709,9,44
18511,California,Humboldt,38,2017-03-07,Good,Ozone,201710,10,38
18521,California,Humboldt,43,2017-03-17,Good,Ozone,201711,11,43
18527,California,Humboldt,47,2017-03-23,Good,Ozone,201712,12,47
18531,California,Humboldt,44,2017-03-27,Good,Ozone,201713,13,44
18540,California,Humboldt,77,2017-04-05,Moderate,Ozone,201714,14,77
18547,California,Humboldt,49,2017-04-12,Good,Ozone,201715,15,49
18553,California,Humboldt,45,2017-04-18,Good,Ozone,201716,16,45
18554,California,Humboldt,45,2017-04-19,Good,Ozone,201716,16,45
18564,California,Humboldt,60,2017-04-29,Moderate,PM2.5,201717,17,60
18572,California,Humboldt,52,2017-05-07,Moderate,PM2.5,201718,18,52
18577,California,Humboldt,40,2017-05-12,Good,Ozone,201719,19,40
18586,California,Humboldt,56,2017-05-21,Moderate,PM2.5,201720,20,56
18587,California,Humboldt,70,2017-05-22,Moderate,PM2.5,201721,21,70
18599,California,Humboldt,37,2017-06-03,Good,Ozone,201722,22,37
18603,California,Humboldt,57,2017-06-07,Moderate,PM2.5,201723,23,57
18610,California,Humboldt,33,2017-06-14,Good,Ozone,201724,24,33
18617,California,Humboldt,59,2017-06-21,Moderate,PM2.5,201725,25,59
18624,California,Humboldt,29,2017-06-28,Good,Ozone,201726,26,29
18634,California,Humboldt,67,2017-07-08,Moderate,PM2.5,201727,27,67
18637,California,Humboldt,29,2017-07-11,Good,PM10,201728,28,29
18638,California,Humboldt,29,2017-07-12,Good,PM2.5,201728,28,29
18647,California,Humboldt,26,2017-07-21,Good,PM10,201729,29,26
18650,California,Humboldt,56,2017-07-24,Moderate,PM2.5,201730,30,56
18663,California,Humboldt,54,2017-08-06,Moderate,PM2.5,201731,31,54
18666,California,Humboldt,84,2017-08-09,Moderate,PM2.5,201732,32,84
18677,California,Humboldt,62,2017-08-20,Moderate,PM2.5,201733,33,62
18684,California,Humboldt,164,2017-08-27,Unhealthy,PM2.5,201734,34,164
18691,California,Humboldt,173,2017-09-03,Unhealthy,PM2.5,201735,35,173
18692,California,Humboldt,134,2017-09-04,Unhealthy for Sensitive Groups,PM2.5,201736,36,134
18699,California,Humboldt,56,2017-09-11,Moderate,PM2.5,201737,37,56
18711,California,Humboldt,58,2017-09-23,Moderate,PM2.5,201738,38,58
18716,California,Humboldt,35,2017-09-28,Good,Ozone,201739,39,35
18718,California,Humboldt,35,2017-09-30,Good,Ozone,201739,39,35
18724,California,Humboldt,74,2017-10-06,Moderate,PM2.5,201740,40,74
18728,California,Humboldt,96,2017-10-10,Moderate,PM2.5,201741,41,96
18734,California,Humboldt,59,2017-10-16,Moderate,PM2.5,201742,42,59
18743,California,Humboldt,58,2017-10-25,Moderate,PM2.5,201743,43,58
18750,California,Humboldt,66,2017-11-01,Moderate,PM2.5,201744,44,66
18756,California,Humboldt,36,2017-11-07,Good,Ozone,201745,45,36
18757,California,Humboldt,36,2017-11-08,Good,Ozone,201745,45,36
18764,California,Humboldt,37,2017-11-15,Good,Ozone,201746,46,37
18775,California,Humboldt,38,2017-11-26,Good,Ozone,201747,47,38
18782,California,Humboldt,44,2017-12-03,Good,PM2.5,201748,48,44
18788,California,Humboldt,73,2017-12-09,Moderate,PM2.5,201749,49,73
18792,California,Humboldt,80,2017-12-13,Moderate,PM2.5,201750,50,80
18800,California,Humboldt,62,2017-12-21,Moderate,PM2.5,201751,51,62
18814,California,Imperial,90,2017-01-04,Moderate,PM2.5,201701,1,90
18819,California,Imperial,63,2017-01-09,Moderate,PM2.5,201702,2,63
